x
ANKRD11
ANKRD11
GLRA4
RIOX1
TCF12
NA
NA
SSPO
TMUB1
JAM3
TBR1
SPEG
TPX2-B
PROM1A
ADRB1
TAL1
BTBD11
PLXNC1
CACNA1G
NA
NA
NA
NA
BCL11A
CISH
GATA2
DNAJC11
ESPN
SLC26A8
CRABP2
ZNF423
ZNF423
NLRC5
CYB5B
CBFA2T3
ZNF469
GSE1
LAMP2
LAMP2
GAL
BEST1
BEST1
BEST1
BEST1
FURIN
TCF12
NA
APOA1
SMTN
NA
TBR1
TBR1
RACGAP1
RACGAP1
ACVR1
ID1
LRRC19
TUBGCP2
TUBGCP2
PTPRF
NA
CNOT4
NA
PRDM15
HMG14
SOCS3
ANKRD40
EPN3
EPN3
COLEC12
NA
NA
NA
MFHAS1
XPO7
ANK1
ELP3
PLXND1
UBA1
SEMA3B
GATA2
SRSF1
DNALI1
ZC3H12A
MACF1
MACF1
HMGCL
PANK4
PANK4
PLEKHA6
JUP
JUP
JUP
KCNH8
WNK4
WNK4
STARD3
STARD3
STARD3
HOXB2
UBTF
UBTF
UBTF
SLC25A39
PSMD11
SPDEF
ZBTB7A
ZBTB7A
HSD11B1L
HSD11B1L
NFIC
NA
NA
TCF3
MEF2B
FKBP8
RNF41
GLI1
CCDC81
PPL
LFNG
TOM1L2
TOM1L2
NA
ARHGAP26
HBEGF
