library	sample	base	mean	median	lower_quartile	upper_quartile	10th_percentile	90th_percentile
lib12	174_trimmed_filt_merged.1	115-119	33.24417843600031	37.0	37.0	37.0	16.6	37.0
lib12	174_trimmed_filt_merged.1	120-124	32.96190705675275	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.1	125-129	32.774036888545915	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.1	130-134	32.49717901329274	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.1	135-139	32.42293810386641	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.1	140-141	32.33736059479554	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	1	36.67814591960958	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	2	36.21866603602708	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	3	36.25492960396013	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	4	36.21801649516674	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	5	36.33692305211645	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	6	36.40459945876074	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	7	36.36287297539162	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	8	36.367336452491074	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	9	36.35346444187053	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	10-14	36.32866944900553	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	15-19	36.15590619952756	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	20-24	35.980291263514324	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	25-29	35.80962801223691	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	30-34	35.6323306730551	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	35-39	35.485700756367386	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	40-44	35.328328837655064	37.0	37.0	37.0	37.0	37.0
lib12	174_trimmed_filt_merged.2	45-49	35.16776680477529	37.0	37.0	37.0	34.6	37.0
lib12	174_trimmed_filt_merged.2	50-54	35.10695816107339	37.0	37.0	37.0	32.2	37.0
lib12	174_trimmed_filt_merged.2	55-59	34.95407159974939	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	60-64	34.78735063523214	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	65-69	34.610831129461914	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	70-74	34.44806517892088	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	75-79	34.282923996009615	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	80-84	34.117578700829846	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	85-89	33.99063983746664	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	90-94	33.803205646331584	37.0	37.0	37.0	25.0	37.0
lib12	174_trimmed_filt_merged.2	95-99	33.54995748907021	37.0	37.0	37.0	19.4	37.0
lib12	174_trimmed_filt_merged.2	100-104	33.337310243497484	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	105-109	33.081977592312	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	110-114	32.81009764207455	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	115-119	32.43209689808627	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	120-124	32.04052692663587	37.0	37.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	125-129	31.780719735363494	37.0	29.8	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	130-134	31.57330692440932	37.0	25.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	135-139	31.418247489124703	37.0	25.0	37.0	11.0	37.0
lib12	174_trimmed_filt_merged.2	140-141	31.226625809620636	37.0	25.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.1	1	36.38165580298448	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	2	36.461616840075564	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	3	36.211056695805794	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	4	36.09585830257993	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	5	36.128676475409385	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	6	36.12250708589386	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	7	36.113677224191726	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	8	36.181580111711504	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	9	36.14617621379454	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	10-14	36.17465365210391	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	15-19	36.046640249031114	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	20-24	35.94380214959059	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	25-29	35.820113085780974	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	30-34	35.719171766118905	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	35-39	35.59127047465075	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	40-44	35.440532261233145	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	45-49	35.326732962436154	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.1	50-54	35.238891268185	37.0	37.0	37.0	34.6	37.0
lib12	175_trimmed_filt_merged.1	55-59	35.11369560491441	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	60-64	34.96959628475551	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	65-69	34.833883084993225	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	70-74	34.72366505710526	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	75-79	34.65463615489648	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	80-84	34.50065531743916	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	85-89	34.414923063549665	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	90-94	34.244035614407835	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	95-99	34.00904785905992	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	100-104	33.850920638012354	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	105-109	33.706995608794664	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	110-114	33.50810118068338	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.1	115-119	33.26603209466237	37.0	37.0	37.0	16.6	37.0
lib12	175_trimmed_filt_merged.1	120-124	32.99007904205122	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.1	125-129	32.82011695768764	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.1	130-134	32.545462244774285	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.1	135-139	32.47748223292428	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.1	140-141	32.4931726653084	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	1	36.67544862028657	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	2	36.26545343819608	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	3	36.27318281278317	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	4	36.2468862587818	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	5	36.364704472263185	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	6	36.414269142535375	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	7	36.40009840390028	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	8	36.39009619295977	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	9	36.37917865789354	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	10-14	36.343713703398784	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	15-19	36.17672548432842	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	20-24	36.00346229294625	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	25-29	35.837263030240806	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	30-34	35.65353728866761	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	35-39	35.51672841078252	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	40-44	35.37096071825437	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	45-49	35.227418418063834	37.0	37.0	37.0	37.0	37.0
lib12	175_trimmed_filt_merged.2	50-54	35.16432855484432	37.0	37.0	37.0	34.6	37.0
lib12	175_trimmed_filt_merged.2	55-59	35.01325480471827	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	60-64	34.85225250920253	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	65-69	34.68297667685995	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	70-74	34.52841944642489	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	75-79	34.37343871657411	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	80-84	34.21873354870853	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	85-89	34.09726521708113	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	90-94	33.91000734290351	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	95-99	33.66951078068892	37.0	37.0	37.0	25.0	37.0
lib12	175_trimmed_filt_merged.2	100-104	33.47040277888121	37.0	37.0	37.0	19.4	37.0
lib12	175_trimmed_filt_merged.2	105-109	33.222270114626156	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	110-114	32.96303344933325	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	115-119	32.603716974375025	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	120-124	32.232452030849494	37.0	37.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	125-129	31.99450592401583	37.0	32.2	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	130-134	31.782349316799788	37.0	25.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	135-139	31.606716223129332	37.0	25.0	37.0	11.0	37.0
lib12	175_trimmed_filt_merged.2	140-141	31.46832209607587	37.0	25.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.1	1	36.37556973364871	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	2	36.4631843838147	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	3	36.19364272597206	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	4	36.182516999295075	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	5	36.136516345074504	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	6	36.17067222654724	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	7	36.158401514451015	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	8	36.18780902724958	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	9	36.157169233339	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	10-14	36.18263281025516	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	15-19	36.06004456256208	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	20-24	35.95702568256358	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	25-29	35.8379107423839	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	30-34	35.722818609083895	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	35-39	35.59688285930999	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	40-44	35.45561960337979	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	45-49	35.32771728034639	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.1	50-54	35.240435290008364	37.0	37.0	37.0	32.2	37.0
lib12	231_trimmed_filt_merged.1	55-59	35.09819634311805	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	60-64	34.96180574384378	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	65-69	34.82422353627598	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	70-74	34.69435608433064	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	75-79	34.61973587868378	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	80-84	34.4741505382449	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	85-89	34.381355895978615	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	90-94	34.215623510841795	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	95-99	33.97801829811947	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	100-104	33.82930682779514	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	105-109	33.65738275927101	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	110-114	33.47745287403739	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.1	115-119	33.2696982422249	37.0	37.0	37.0	19.4	37.0
lib12	231_trimmed_filt_merged.1	120-124	33.01716291604052	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.1	125-129	32.83931672981293	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.1	130-134	32.57860264264494	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.1	135-139	32.52113886003811	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.1	140-141	32.51133896973242	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	1	36.674210088319775	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	2	36.27595520677049	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	3	36.22405821568797	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	4	36.19474137905321	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	5	36.33739924456415	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	6	36.39493167968645	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	7	36.385997691337145	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	8	36.37611577914389	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	9	36.36318010851312	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	10-14	36.327277000766564	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	15-19	36.15536815815036	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	20-24	35.98333046951305	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	25-29	35.81727995056806	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	30-34	35.63554185980534	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	35-39	35.51076576040266	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	40-44	35.35650872346571	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	45-49	35.241338265878326	37.0	37.0	37.0	37.0	37.0
lib12	231_trimmed_filt_merged.2	50-54	35.15388644023226	37.0	37.0	37.0	34.6	37.0
lib12	231_trimmed_filt_merged.2	55-59	35.00637022736289	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	60-64	34.85120646352878	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	65-69	34.69061731988262	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	70-74	34.525010165765536	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	75-79	34.360551503495	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	80-84	34.210705341749794	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	85-89	34.08357807732223	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	90-94	33.90449082746854	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	95-99	33.64373124339123	37.0	37.0	37.0	25.0	37.0
lib12	231_trimmed_filt_merged.2	100-104	33.432746929920484	37.0	37.0	37.0	16.6	37.0
lib12	231_trimmed_filt_merged.2	105-109	33.18744980238807	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	110-114	32.913543183846514	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	115-119	32.62646106122491	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	120-124	32.31644814235788	37.0	37.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	125-129	32.072128726962674	37.0	34.6	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	130-134	31.887435761677732	37.0	27.4	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	135-139	31.729677464385873	37.0	25.0	37.0	11.0	37.0
lib12	231_trimmed_filt_merged.2	140-141	31.60136754225794	37.0	25.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.1	1	36.37866470418403	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	2	36.45387248515916	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	3	36.252642172120225	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	4	36.173745665816924	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	5	36.13613155193041	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	6	36.16828421848495	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	7	36.19788656977447	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	8	36.22075100934926	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	9	36.18120367378226	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	10-14	36.20971843990625	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	15-19	36.09301509711614	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	20-24	35.9929473617689	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	25-29	35.8699394717799	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	30-34	35.76420210075354	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	35-39	35.64021297203834	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	40-44	35.49892602612424	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	45-49	35.37258770011033	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.1	50-54	35.28152432041399	37.0	37.0	37.0	34.6	37.0
lib12	232_trimmed_filt_merged.1	55-59	35.141005282165295	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	60-64	35.00224039530225	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	65-69	34.86364780918245	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	70-74	34.745460624572736	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	75-79	34.66429920272774	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	80-84	34.51953840535709	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	85-89	34.42452914714624	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	90-94	34.2459167138415	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	95-99	34.00180097062663	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	100-104	33.857057710704645	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	105-109	33.680699480340934	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	110-114	33.471631784282536	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.1	115-119	33.245704313848066	37.0	37.0	37.0	16.6	37.0
lib12	232_trimmed_filt_merged.1	120-124	32.979518043330195	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.1	125-129	32.79407202006717	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.1	130-134	32.515475317823565	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.1	135-139	32.45253202038337	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.1	140-141	32.40778044002929	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	1	36.67861015889161	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	2	36.39302911777755	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	3	36.349865312483956	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	4	36.27066471771274	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	5	36.386641568862814	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	6	36.45012841511489	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	7	36.419894519120525	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	8	36.41715526314414	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	9	36.399633587232344	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	10-14	36.3659164177948	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	15-19	36.19908930269655	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	20-24	36.02575782691996	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	25-29	35.85419912436874	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	30-34	35.67336783373447	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	35-39	35.53163458813446	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	40-44	35.37893513454609	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	45-49	35.2369262148628	37.0	37.0	37.0	37.0	37.0
lib12	232_trimmed_filt_merged.2	50-54	35.159052515917686	37.0	37.0	37.0	34.6	37.0
lib12	232_trimmed_filt_merged.2	55-59	34.99942685899674	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	60-64	34.838582171752634	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	65-69	34.66272531622947	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	70-74	34.498424270479916	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	75-79	34.328882542805125	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	80-84	34.16228065022684	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	85-89	34.03430256141891	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	90-94	33.84216604986476	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	95-99	33.59594503370581	37.0	37.0	37.0	25.0	37.0
lib12	232_trimmed_filt_merged.2	100-104	33.385130396157855	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	105-109	33.123721833556395	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	110-114	32.85086339407577	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	115-119	32.51198756202693	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	120-124	32.164014527966664	37.0	37.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	125-129	31.910729348966708	37.0	29.8	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	130-134	31.693470797184272	37.0	25.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	135-139	31.536422232374253	37.0	25.0	37.0	11.0	37.0
lib12	232_trimmed_filt_merged.2	140-141	31.33952719787834	37.0	25.0	37.0	11.0	37.0
lib12	346_trimmed_filt_merged.1	1	36.52461292538298	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	2	36.573870284054266	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	3	35.4653591586129	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	4	35.96941002497527	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	5	35.97771970987521	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	6	35.733029317055646	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	7	35.7840406157905	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	8	36.01243301944458	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	9	35.96269043903115	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	10-14	36.03711841300983	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	15-19	35.92838043065005	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	20-24	35.83455669748939	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	25-29	35.68171550715016	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	30-34	35.60996243969652	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	35-39	35.478727647785135	37.0	37.0	37.0	37.0	37.0
lib12	346_trimmed_filt_merged.1	40-44	35.29689659080698	37.0	37.0	37.0	34.6	37.0
lib12	346_trimmed_filt_merged.1	45-49	35.176269504625225	37.0	37.0	37.0	27.4	37.0
lib12	346_trimmed_filt_merged.1	50-54	35.13805937906887	37.0	37.0	37.0	27.4	37.0
