id,born,site,died,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,on.lek_Y1,on.lek_Y2,on.lek_Y3,on.lek_Y4,on.lek_Y5,on.lek_Y6,lekking_Y1,lekking_Y2,lekking_Y3,lekking_Y4,lekking_Y5,lekking_Y6,surv_Y1,surv_Y2,surv_Y3,surv_Y4,surv_Y5,surv_Y6,wing_Y1,wing_Y2,wing_Y3,wing_Y4,wing_Y5,wing_Y6,tarsus_Y1,tarsus_Y2,tarsus_Y3,tarsus_Y4,tarsus_Y5,tarsus_Y6,mass_Y1,mass_Y2,mass_Y3,mass_Y4,mass_Y5,mass_Y6,lyre_Y1,lyre_Y2,lyre_Y3,lyre_Y4,lyre_Y5,lyre_Y6,blue_Y1,blue_Y2,blue_Y3,blue_Y4,blue_Y5,blue_Y6,eyec_Y1,eyec_Y2,eyec_Y3,eyec_Y4,eyec_Y5,eyec_Y6,attend_Y1,attend_Y2,attend_Y3,attend_Y4,attend_Y5,attend_Y6,fight_Y1,fight_Y2,fight_Y3,fight_Y4,fight_Y5,fight_Y6,dist_Y1,dist_Y2,dist_Y3,dist_Y4,dist_Y5,dist_Y6,MS_Y1,MS_Y2,MS_Y3,MS_Y4,MS_Y5,MS_Y6,density_Y1,density_Y2,density_Y3,density_Y4,density_Y5,density_Y6,rbc_area_Y1_1,rbc_area_Y2_1,rbc_area_Y3_1,rbc_area_Y4_1,rbc_area_Y5_1,rbc_area_Y6_1,rbc_width_Y1_1,rbc_width_Y2_1,rbc_width_Y3_1,rbc_width_Y4_1,rbc_width_Y5_1,rbc_width_Y6_1,rbc_length_Y1_1,rbc_length_Y2_1,rbc_length_Y3_1,rbc_length_Y4_1,rbc_length_Y5_1,rbc_length_Y6_1,ig_Y1_1,ig_Y1_2,ig_Y1_3,ig_Y1_4,ig_Y2_1,ig_Y2_2,ig_Y2_3,ig_Y2_4,ig_Y2_5,ig_Y3_1,ig_Y3_2,ig_Y3_3,ig_Y4_1,ig_Y4_2,ig_Y4_3,ig_Y5_1,ig_Y5_2,ig_Y6_1,ig_Y6_2,caro_Y1_1,caro_Y2_1,caro_Y2_2,caro_Y2_3,caro_Y2_4,caro_Y3_1,caro_Y3_2,caro_Y3_3,caro_Y4_1,caro_Y4_2,caro_Y5_1,caro_Y5_2,caro_Y5_3,caro_Y6_1,caro_Y6_2,caro_Y6_3,smlh,froh1,spots_Y1_1.feather,spots_Y1_2.feather,spots_Y2_1.feather,spots_Y3_1.feather,spots_Y4_1.feather,spots_Y5_1.feather,spots_Y6_1.feather,spots_Y1_1.tip,spots_Y1_2.tip,spots_Y2_1.tip,spots_Y3_1.tip,spots_Y4_1.tip,spots_Y5_1.tip,spots_Y6_1.tip,hct_Y1_1,hct_Y1_2,hct_Y1_3,hct_Y1_4,hct_Y2_1,hct_Y2_2,hct_Y2_3,hct_Y2_4,hct_Y2_5,hct_Y3_1,hct_Y3_2,hct_Y4_1,hct_Y4_2,hct_Y4_3,hct_Y5_1,hct_Y5_2,hct_Y6_1,hct_Y6_2,microfage_Y1_1,microfage_Y1_2,microfage_Y1_3,microfage_Y1_4,microfage_Y2_1,microfage_Y2_2,microfage_Y2_3,microfage_Y2_4,microfage_Y2_5,microfage_Y3_1,microfage_Y3_2,microfage_Y3_3,microfage_Y4_1,microfage_Y4_2,microfage_Y4_3,microfage_Y5_1,microfage_Y5_2,microfage_Y6_1,microfage_Y6_2,leucoage_Y1_1,leucoage_Y1_2,leucoage_Y1_3,leucoage_Y2_1,leucoage_Y2_2,leucoage_Y2_3,leucoage_Y2_4,leucoage_Y2_5,leucoage_Y3_1,leucoage_Y3_2,leucoage_Y4_1,leucoage_Y4_2,leucoage_Y4_3,leucoage_Y5_1,leucoage_Y5_2,leucoage_Y6_1,leucoage_Y6_2,trypaage_Y1_1,trypaage_Y1_2,trypaage_Y1_3,trypaage_Y2_1,trypaage_Y2_2,trypaage_Y2_3,trypaage_Y2_4,trypaage_Y2_5,trypaage_Y3_1,trypaage_Y3_2,trypaage_Y4_1,trypaage_Y4_2,trypaage_Y4_3,trypaage_Y5_1,trypaage_Y5_2,trypaage_Y6_1,trypaage_Y6_2
D217911,2002,NYR,2006,D911,Nyrölä,4,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,265,267,NA,NA,NA,57,52.8,57.2,NA,NA,NA,1210,1280,1270,NA,NA,NA,223,224,225,NA,NA,NA,NA,0.279,0.272,NA,NA,NA,2.91,3.39,3.12,NA,NA,NA,0.97,0.83,NA,NA,NA,NA,0.21,0.26,NA,NA,NA,NA,18.25,15.23,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879490,795509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5873231526539,59.2913153225041,8.76488172598597,NA,NA,NA,NA,NA,NA,NA,NA,0.990410314154059,0.150687413002823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5521,0.5306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,122.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.25,NA,NA,NA,NA,NA,NA,NA
D217932,2004,KUM,2006,D932,Kummunsuo,2,0,LLUS,1,0,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,59.7,NA,NA,NA,NA,NA,1250,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,0,0.81,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,14.32,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,66.6193,NA,NA,NA,NA,NA,7.085,NA,NA,NA,NA,NA,11.9782,NA,NA,NA,NA,NA,1313842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4259104666664,7.22555945777588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994245849470852,0.14868258273505,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.5192,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,127.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217947,2004,NYR,2008,D947,Nyrölä,4,0,LLUS,3,0,0,1,1,1,NA,NA,0,1,1,1,NA,NA,1,1,1,0,NA,NA,250,255,261,260,NA,NA,56,56.8,55.4,57.1,NA,NA,1020,1240,1120,1210,NA,NA,165,210,216,215,NA,NA,0.26,0.205,0.26,0.221,NA,NA,0.71,1.72,1.42,4.01,NA,NA,0,0.53,0.78,0.8,NA,NA,NA,0,0.13,0.17,NA,NA,NA,35.44,32.2,25.5,NA,NA,0,0,0,0,NA,NA,7.1,10.4,14.6,14.6,NA,NA,NA,NA,NA,68.8839,NA,NA,NA,NA,NA,7.9787,NA,NA,NA,NA,NA,10.9981,NA,NA,602510,NA,NA,NA,611708,NA,NA,NA,NA,583866,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1292857613374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00725647985954,0.160701025301898,7,NA,5,3,6,NA,NA,0,NA,0,0,7,NA,NA,0.5053,NA,NA,NA,NA,NA,NA,NA,NA,0.515,NA,0.4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
D217949,2004,NYR,2007,D949,Nyrölä,3,2,LLS,2,16,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,NA,NA,NA,267,275,269,NA,NA,NA,59.5,59.7,60.8,NA,NA,NA,1230,1290,1300,NA,NA,NA,188,NA,234,NA,NA,NA,0.275,NA,0.266,NA,NA,NA,0.75,3.32,3.26,NA,NA,NA,0.07,0.89,0.94,NA,NA,NA,NA,0.14,0.41,NA,NA,NA,NA,18.12,4,NA,NA,NA,0,5,11,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,NA,40.7868,80.7931,NA,NA,NA,NA,5.1737,8.3662,NA,NA,NA,NA,10.0426,12.302,NA,NA,NA,532796,NA,NA,NA,1040298,1294993,973601,NA,NA,882862,1514443,NA,NA,NA,NA,NA,NA,NA,NA,13.8841190927386,4.94599374041167,NA,NA,NA,2.51129055121457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0218851467025,0.147017189407903,13,NA,6,7,NA,NA,NA,0,NA,0,0,NA,NA,NA,0.513,NA,NA,NA,0.5075,0.4151,NA,NA,NA,0.4947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,NA,NA,NA,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
D217961,2002,NYR,2007,D961,Nyrölä,5,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,269,269,265,266,NA,NA,59.5,60,60,60.3,NA,NA,1270,1310,1360,1260,NA,NA,223,226,226,226,NA,NA,0.284,0.261,0.235,0.264,NA,NA,3.7,4.66,NA,3.53,NA,NA,0.96,1,0.98,0.99,NA,NA,0.65,0.32,NA,0.43,NA,NA,18.82,5.1,43,12.65,NA,NA,1,2,0,0,NA,NA,7,7.1,10.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581941,2992963,2846569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4275701516434,NA,NA,NA,NA,NA,NA,NA,0.994397361435384,0.148886086574848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5145,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.5,NA,NA,NA,NA,NA
D217964,2002,NYR,2006,D964,Nyrölä,4,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,271,271,NA,NA,NA,59.4,58.6,58.7,NA,NA,NA,1260,1280,1310,NA,NA,NA,211,226,219,NA,NA,NA,0.286,0.282,0.282,NA,NA,NA,4,4.35,NA,NA,NA,NA,NA,0.94,1,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,11.18,36.01,NA,NA,NA,NA,0,3,NA,NA,NA,7,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777700,1230645,794326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84066674840367,NA,NA,NA,NA,NA,NA,NA,1.02426963739934,0.152956935078668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524,0.4891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.5,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,NA,NA,NA,NA,NA
D217965,2003,NYR,2007,D965,Nyrölä,4,0,LLUS,3,0,0,1,1,1,NA,NA,0,1,1,1,NA,NA,1,1,1,0,NA,NA,256,258,262,262,NA,NA,60.7,60.6,61.2,61.3,NA,NA,1200,1250,1280,1280,NA,NA,186,215,216,216,NA,NA,0.252,0.242,0.254,0.242,NA,NA,1.32,2.49,3.33,3.5,NA,NA,0,0.7,0.74,0.66,NA,NA,NA,0,0.04,0.04,NA,NA,NA,37,58.01,37.44,NA,NA,0,0,0,0,NA,NA,7,7.1,10.4,14.6,NA,NA,65.7283,65.0795,56.4397,84.1465,NA,NA,7.0945,7.0897,6.6636,8.3329,NA,NA,11.8021,11.6936,10.7897,12.8638,NA,NA,912467,1229231,NA,NA,634868,NA,NA,NA,NA,548626,624913,881701,1119948,NA,NA,NA,NA,NA,NA,NA,23.6499279548275,NA,NA,NA,10.7653684006671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01491695467842,0.151173077129064,0,NA,0,0,6,NA,NA,0,NA,0,0,2,NA,NA,0.563,NA,NA,NA,0.525,0.5251,NA,NA,NA,0.444546498277842,0.5079,0.508955223880597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,45,77.5,15.5,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,0.5,7,1.5,NA,NA,NA,NA,NA,NA
D217969,2003,KUM,2005,D969,Kummunsuo,2,0,LLUS,2,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,264,265,NA,NA,NA,NA,60.2,61.4,NA,NA,NA,NA,1210,1280,NA,NA,NA,NA,206,243,NA,NA,NA,NA,0.225,0.288,NA,NA,NA,NA,1.66,3.34,NA,NA,NA,NA,0.42,0.68,NA,NA,NA,NA,0.14,0.14,NA,NA,NA,NA,40.03,24.33,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7,7.1,NA,NA,NA,NA,81.7737,73.0758,NA,NA,NA,NA,7.8552,7.1099,NA,NA,NA,NA,13.2613,13.0931,NA,NA,NA,NA,1732205,1821539,1187384,NA,1929226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8116361434555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994091007654318,0.157198682516866,5,NA,2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.5318,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D217977,2002,KUM,2006,D977,Kummunsuo,4,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,261,269,NA,NA,NA,59.2,59.4,59.8,NA,NA,NA,1250,1270,1280,NA,NA,NA,217,217,221,NA,NA,NA,0.255,0.221,0.24,NA,NA,NA,3.89,5.59,NA,NA,NA,NA,1,0.97,0.94,NA,NA,NA,0.51,0.4,NA,NA,NA,NA,20.22,9.01,5.1,NA,NA,NA,1,3,2,NA,NA,NA,7,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335455,1052590,1680050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.12832735730673,NA,NA,NA,NA,NA,NA,NA,1.02247016320855,0.145147695785474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5442,0.5552,0.5352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.5,175,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.5,NA,NA,NA,NA
D217993,2003,TEE,2008,D993,Teerisuo,5,1,LLS,3,1,0,1,1,1,1,NA,0,0,1,1,1,NA,1,1,1,1,0,NA,257,NA,NA,264,263,NA,57.9,NA,NA,60.7,60.1,NA,1130,NA,NA,1260,1260,NA,184,NA,NA,208,201,NA,0.273,NA,NA,0.244,0.263,NA,2.95,NA,NA,6.58,7.59,NA,0,0.08,0.89,0.89,0.94,NA,NA,NA,0.27,0.28,0.34,NA,NA,NA,15.56,8.49,1.43,NA,0,0,0,0,1,NA,7,7.1,10.4,14.6,14.6,NA,59.378,NA,NA,74.7366,79.0153,NA,6.5181,NA,NA,7.2894,8.0226,NA,11.6048,NA,NA,13.0609,12.5466,NA,1411281,1272980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01665090125288,0.159728447380582,8,NA,NA,NA,9,12,NA,0,NA,NA,NA,0,0,NA,0.5143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4939,NA,NA,0.4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA
D229025,2004,KUM,2007,D025,Kummunsuo,3,NA,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,264,272,NA,NA,NA,57,60.1,58.6,NA,NA,NA,1150,1250,1240,NA,NA,NA,192,230,232,NA,NA,NA,0.289,0.269,0.279,NA,NA,NA,2.5,3.86,NA,NA,NA,NA,NA,0.56,0.77,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,19.42,NA,NA,NA,NA,0,1,NA,NA,NA,7.1,10.4,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736184,849045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.90592759060538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953933984581474,0.189078551985282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229032,2004,LEH,2008,D032,Lehtusuo,4,2,LLS,3,11,1,1,1,1,NA,NA,1,0,1,1,NA,NA,1,1,1,0,NA,NA,272,266,272,273,NA,NA,58.2,64.5,58.2,58.4,NA,NA,1190,1250,1320,1335,NA,NA,202,198,234,243,NA,NA,0.238,0.23,0.279,0.212,NA,NA,2,4.55,6.31,6.33,NA,NA,0.3,0.18,1,0.95,NA,NA,0.33,NA,0.35,0.23,NA,NA,19.21,NA,6.08,14.4,NA,NA,0,0,6,5,NA,NA,7.1,10.4,14.6,14.6,NA,NA,73.8517,83.681,74.8249,62.4151,NA,NA,7.366,7.991,7.9242,6.564,NA,NA,12.772,13.34,12.0288,12.113,NA,NA,804797,NA,NA,NA,1110940,NA,NA,NA,NA,910069,NA,NA,1360236,NA,NA,NA,NA,NA,NA,50.2682835498671,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.80595237563327,NA,NA,NA,NA,NA,1.00709751815998,0.151971328737412,1,NA,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0.5445,NA,NA,NA,0.4816,NA,NA,NA,NA,0.5338,NA,0.5452,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,35,1,NA,NA,NA,75,35,NA,75,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D229043,2004,KUM,2006,D043,Kummunsuo,2,1,LLS,2,2,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,57.3,NA,NA,NA,NA,NA,1235,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,0.281,NA,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,0.55,0.67,NA,NA,NA,NA,0.59,0.38,NA,NA,NA,NA,13.04,5.41,NA,NA,NA,NA,0,2,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,71.3846,NA,NA,NA,NA,NA,7.291,NA,NA,NA,NA,NA,12.4724,NA,NA,NA,NA,NA,727265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2088026186129,8.32484601447957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.977061728936765,0.173333411745489,5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,0.4889,0.4893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229051,2004,LEH,2008,D051,Lehtusuo,4,0,LLUS,2,0,1,0,1,1,NA,NA,0,0,1,1,NA,NA,1,1,1,0,NA,NA,263,264,271,266,NA,NA,58.1,63.7,58.8,59.6,NA,NA,1110,1190,1200,1230,NA,NA,170,217,227,222,NA,NA,0.287,0.275,0.26,0.264,NA,NA,1.36,5.3,5.1,4.66,NA,NA,0.01,NA,0.9,0.84,NA,NA,NA,NA,0.19,0.37,NA,NA,NA,NA,21.84,17.03,NA,NA,0,0,0,0,NA,NA,7.1,10.4,14.6,14.6,NA,NA,61.6087,71.8103,78.5022,57.3557,NA,NA,6.6549,7.5033,7.8163,7.26,NA,NA,11.7931,12.1917,12.7941,10.064,NA,NA,432102,NA,NA,NA,974646,NA,NA,NA,NA,995667,NA,NA,1023607,NA,NA,NA,NA,NA,NA,37.9820828242577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01385985313408,0.15473928346815,2,NA,5,7,6,NA,NA,4,NA,4,16,9,NA,NA,0.5416,NA,NA,NA,0.4878,NA,NA,NA,NA,0.503670245264904,NA,0.4931,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,21.5,12,NA,NA,NA,40,21.5,NA,40,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D229055,2004,LEH,2005,D055,Lehtusuo,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,262,NA,NA,NA,NA,NA,57.4,NA,NA,NA,NA,NA,1110,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,12.73,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,73.5556,NA,NA,NA,NA,NA,8.3946,NA,NA,NA,NA,NA,11.1621,NA,NA,NA,NA,NA,672533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.16315437017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97740511135148,0.18457171045518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229056,2004,LEH,2006,D056,Lehtusuo,2,1,LLS,2,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1160,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,0.284,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,0.34,0.96,NA,NA,NA,NA,0.33,0.38,NA,NA,NA,NA,15.44,10.63,NA,NA,NA,NA,0,1,NA,NA,NA,NA,7.1,10.4,NA,NA,NA,NA,77.882,NA,NA,NA,NA,NA,8.1199,NA,NA,NA,NA,NA,12.2185,NA,NA,NA,NA,NA,921764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6405010904896,7.60603837622822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04098704623695,0.144473244039115,16,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.5357,NA,NA,NA,0.4852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
