id,born,site,died,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,on.lek_Y1,on.lek_Y2,on.lek_Y3,on.lek_Y4,on.lek_Y5,on.lek_Y6,lekking_Y1,lekking_Y2,lekking_Y3,lekking_Y4,lekking_Y5,lekking_Y6,surv_Y1,surv_Y2,surv_Y3,surv_Y4,surv_Y5,surv_Y6,wing_Y1,wing_Y2,wing_Y3,wing_Y4,wing_Y5,wing_Y6,tarsus_Y1,tarsus_Y2,tarsus_Y3,tarsus_Y4,tarsus_Y5,tarsus_Y6,mass_Y1,mass_Y2,mass_Y3,mass_Y4,mass_Y5,mass_Y6,lyre_Y1,lyre_Y2,lyre_Y3,lyre_Y4,lyre_Y5,lyre_Y6,blue_Y1,blue_Y2,blue_Y3,blue_Y4,blue_Y5,blue_Y6,eyec_Y1,eyec_Y2,eyec_Y3,eyec_Y4,eyec_Y5,eyec_Y6,attend_Y1,attend_Y2,attend_Y3,attend_Y4,attend_Y5,attend_Y6,fight_Y1,fight_Y2,fight_Y3,fight_Y4,fight_Y5,fight_Y6,dist_Y1,dist_Y2,dist_Y3,dist_Y4,dist_Y5,dist_Y6,MS_Y1,MS_Y2,MS_Y3,MS_Y4,MS_Y5,MS_Y6,density_Y1,density_Y2,density_Y3,density_Y4,density_Y5,density_Y6,rbc_area_Y1_1,rbc_area_Y2_1,rbc_area_Y3_1,rbc_area_Y4_1,rbc_area_Y5_1,rbc_area_Y6_1,rbc_width_Y1_1,rbc_width_Y2_1,rbc_width_Y3_1,rbc_width_Y4_1,rbc_width_Y5_1,rbc_width_Y6_1,rbc_length_Y1_1,rbc_length_Y2_1,rbc_length_Y3_1,rbc_length_Y4_1,rbc_length_Y5_1,rbc_length_Y6_1,ig_Y1_1,ig_Y1_2,ig_Y1_3,ig_Y1_4,ig_Y2_1,ig_Y2_2,ig_Y2_3,ig_Y2_4,ig_Y2_5,ig_Y3_1,ig_Y3_2,ig_Y3_3,ig_Y4_1,ig_Y4_2,ig_Y4_3,ig_Y5_1,ig_Y5_2,ig_Y6_1,ig_Y6_2,caro_Y1_1,caro_Y2_1,caro_Y2_2,caro_Y2_3,caro_Y2_4,caro_Y3_1,caro_Y3_2,caro_Y3_3,caro_Y4_1,caro_Y4_2,caro_Y5_1,caro_Y5_2,caro_Y5_3,caro_Y6_1,caro_Y6_2,caro_Y6_3,smlh,froh1,spots_Y1_1.feather,spots_Y1_2.feather,spots_Y2_1.feather,spots_Y3_1.feather,spots_Y4_1.feather,spots_Y5_1.feather,spots_Y6_1.feather,spots_Y1_1.tip,spots_Y1_2.tip,spots_Y2_1.tip,spots_Y3_1.tip,spots_Y4_1.tip,spots_Y5_1.tip,spots_Y6_1.tip,hct_Y1_1,hct_Y1_2,hct_Y1_3,hct_Y1_4,hct_Y2_1,hct_Y2_2,hct_Y2_3,hct_Y2_4,hct_Y2_5,hct_Y3_1,hct_Y3_2,hct_Y4_1,hct_Y4_2,hct_Y4_3,hct_Y5_1,hct_Y5_2,hct_Y6_1,hct_Y6_2,microfage_Y1_1,microfage_Y1_2,microfage_Y1_3,microfage_Y1_4,microfage_Y2_1,microfage_Y2_2,microfage_Y2_3,microfage_Y2_4,microfage_Y2_5,microfage_Y3_1,microfage_Y3_2,microfage_Y3_3,microfage_Y4_1,microfage_Y4_2,microfage_Y4_3,microfage_Y5_1,microfage_Y5_2,microfage_Y6_1,microfage_Y6_2,leucoage_Y1_1,leucoage_Y1_2,leucoage_Y1_3,leucoage_Y2_1,leucoage_Y2_2,leucoage_Y2_3,leucoage_Y2_4,leucoage_Y2_5,leucoage_Y3_1,leucoage_Y3_2,leucoage_Y4_1,leucoage_Y4_2,leucoage_Y4_3,leucoage_Y5_1,leucoage_Y5_2,leucoage_Y6_1,leucoage_Y6_2,trypaage_Y1_1,trypaage_Y1_2,trypaage_Y1_3,trypaage_Y2_1,trypaage_Y2_2,trypaage_Y2_3,trypaage_Y2_4,trypaage_Y2_5,trypaage_Y3_1,trypaage_Y3_2,trypaage_Y4_1,trypaage_Y4_2,trypaage_Y4_3,trypaage_Y5_1,trypaage_Y5_2,trypaage_Y6_1,trypaage_Y6_2
D211350,2001,NYR,2002,D350,Nyrölä,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,256,NA,NA,NA,NA,NA,57.9,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,21.45,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,69.0202,NA,NA,NA,NA,NA,7.3588,NA,NA,NA,NA,NA,11.9017,NA,NA,NA,NA,NA,1841194,1345262,1487084,1477809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00223866822353,0.141299772269612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5439,0.5219,0.5361,0.5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211374,2001,KUM,2005,D374,Kummunsuo,4,1,LLS,2,2,1,1,1,1,NA,NA,0,1,1,0,NA,NA,1,1,1,0,NA,NA,256,273,260,NA,NA,NA,57.3,57.6,61.9,NA,NA,NA,1145,1220,1290,NA,NA,NA,195,233,229,NA,NA,NA,0.27,0.2724,0.278,NA,NA,NA,NA,2.88,3.41,NA,NA,NA,0.25,0.94,0.84,0.1,NA,NA,NA,0.41,0.26,NA,NA,NA,NA,22.76,12.35,NA,NA,NA,0,0,2,0,NA,NA,6.2,7.4,7,7.1,NA,NA,64.8014,56.051,91.8548,NA,NA,NA,6.5381,6.0476,8.0488,NA,NA,NA,12.283,11.1547,14.5546,NA,NA,NA,1436687,3187552,1775681,NA,634094,453368,NA,NA,NA,2174206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996402236030439,0.152141789540886,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.5399,0.515,0.5289,NA,0.516129032258065,0.5071,NA,NA,NA,0.5055,NA,NA,NA,NA,NA,NA,NA,NA,4,2.5,8.5,NA,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211376,2001,KUM,2006,D376,Kummunsuo,5,1,LLS,4,5,1,1,1,0,1,NA,1,1,1,0,1,NA,1,1,1,1,0,NA,264,272,272,NA,NA,NA,57.7,57.7,59.5,NA,NA,NA,1135,1210,1250,NA,NA,NA,200,243,238,NA,NA,NA,NA,0.273,0.284,NA,NA,NA,NA,3.49,3.72,NA,NA,NA,0.33,0.62,0.81,NA,0.36,NA,0.08,0.38,0.41,NA,0.23,NA,30.38,30.68,26.2,NA,37.44,NA,0,0,5,0,0,NA,6.2,7.4,7,7.1,10.4,NA,62.6748,78.3599,60.1005,NA,NA,NA,6.9994,7.5607,6.4264,NA,NA,NA,10.7304,12.948,11.9839,NA,NA,NA,1249100,1231056,NA,NA,736808,NA,NA,NA,NA,3794563,4815441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985686405683749,0.15652476947237,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0.523,0.4871,NA,NA,0.4834,NA,NA,NA,NA,0.4769,NA,NA,NA,NA,NA,NA,NA,NA,8.5,15,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211385,2001,KUM,2005,D385,Kummunsuo,4,0,LLUS,3,0,1,1,0,1,NA,NA,1,1,0,1,NA,NA,1,1,1,0,NA,NA,265,273,269,268,NA,NA,56.8,57.7,59.5,59.2,NA,NA,1180,1210,1230,1260,NA,NA,181,206,202,211,NA,NA,0.229,0.265,0.268,0.234,NA,NA,3.78,2.96,3.3,4.13,NA,NA,0.33,0.49,NA,0.87,NA,NA,0,0.39,NA,0.41,NA,NA,26.57,26.43,NA,10.05,NA,NA,0,0,0,0,NA,NA,6.2,7.4,7,7.1,NA,NA,70.0535,69.8785,92.7175,58.6092,NA,NA,7.5167,7.318,9.0202,6.9387,NA,NA,11.4606,11.7742,12.514,10.782,NA,NA,1604162,1417583,1141148,NA,465989,831339,NA,NA,NA,1565496,NA,NA,1374485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8901286299244,NA,NA,NA,NA,NA,NA,NA,1.02117177372395,0.139398832797161,NA,NA,NA,4,7,NA,NA,NA,NA,NA,0,0,NA,NA,0.51435,0.5185,0.4927,NA,0.500740740740741,0.4657,NA,NA,NA,0.4923,NA,0.5108,NA,NA,NA,NA,NA,NA,7.5,7.5,17.5,NA,108,70,NA,NA,NA,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
D211401,2002,KUM,2003,D401,Kummunsuo,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,58.2,NA,NA,NA,NA,NA,1180,NA,NA,NA,NA,NA,189,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,23.22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,67.6608,NA,NA,NA,NA,NA,6.9307,NA,NA,NA,NA,NA,12.7192,NA,NA,NA,NA,NA,991956,943158,689406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987272032701321,0.163216621609566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531476559726683,0.5008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211403,2002,KUM,2003,D403,Kummunsuo,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,58.5,NA,NA,NA,NA,NA,1220,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,2.35,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,22.97,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,78.7376,NA,NA,NA,NA,NA,7.6521,NA,NA,NA,NA,NA,13.0036,NA,NA,NA,NA,NA,885289,991303,581928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02257068228276,0.148585410278869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546942419282845,0.527,0.5554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211411,2002,NYR,2004,D411,Nyrölä,2,1,LLS,2,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,263,274,NA,NA,NA,NA,59.8,59.9,NA,NA,NA,NA,1150,1310,NA,NA,NA,NA,180,206,NA,NA,NA,NA,0.262,0.27,NA,NA,NA,NA,1.65,2.25,NA,NA,NA,NA,0.45,0.92,NA,NA,NA,NA,0.26,0.4,NA,NA,NA,NA,39.21,13.46,NA,NA,NA,NA,0,1,NA,NA,NA,NA,7.4,7,NA,NA,NA,NA,69.9711,83.314,NA,NA,NA,NA,6.7591,6.91,NA,NA,NA,NA,12.1616,13.6466,NA,NA,NA,NA,1227834,901856,107152,NA,2199932,1654537,1988098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998333001361489,0.148572854841158,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.536450933107389,0.5304,0.5147,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211412,2002,NYR,2003,D412,Nyrölä,1,0,SLUS,1,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,NA,59.2,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,0.218,NA,NA,NA,NA,NA,2.26,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,23.49,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,65.8128,NA,NA,NA,NA,NA,7.1385,NA,NA,NA,NA,NA,11.6636,NA,NA,NA,NA,NA,390651,550794,519685,604446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991717153644697,0.159427437507664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535817321080479,0.507,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211431,2002,NYR,2005,D431,Nyrölä,3,1,LLS,1,5,1,0,1,NA,NA,NA,0,0,1,NA,NA,NA,1,1,0,NA,NA,NA,264,272,271,NA,NA,NA,60.9,59.5,58.7,NA,NA,NA,1110,1230,1270,NA,NA,NA,181,222,227,NA,NA,NA,0.277,0.264,0.272,NA,NA,NA,1.38,2.45,4.86,NA,NA,NA,0.12,NA,0.93,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,5,NA,NA,NA,7.4,7,7.1,NA,NA,NA,55.4788,81.2911,72.2913,NA,NA,NA,6.5736,7.8504,7.5994,NA,NA,NA,10.2797,13.0579,11.6932,NA,NA,NA,493999,413013,476642,NA,1028449,895508,NA,NA,NA,493549,664806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8088750892783,5.47428347170808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994158088535637,0.165724439102151,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0.580204778156997,0.5465,0.5701,NA,0.5682,NA,NA,NA,NA,0.5361,NA,NA,NA,NA,NA,NA,NA,NA,1,10,45,NA,NA,NA,NA,NA,NA,82.5,162.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,0.5,24,NA,NA,NA,NA,NA,NA,NA
D211435,2002,KUM,2005,D435,Kummunsuo,3,0,LLUS,2,0,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,1,1,1,NA,NA,NA,269,NA,277,NA,NA,NA,60.1,NA,60.1,NA,NA,NA,1170,NA,1250,NA,NA,NA,181,NA,212,NA,NA,NA,0.237,NA,0.267,NA,NA,NA,1.19,NA,4.13,NA,NA,NA,0.09,0.75,0.42,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,36.06,26.17,NA,NA,NA,0,0,0,NA,NA,NA,7.4,7,7.1,NA,NA,NA,75.6786,NA,79.8415,NA,NA,NA,7.08,NA,7.6677,NA,NA,NA,13.0792,NA,12.4583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0351433855237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986844907515946,0.176362687663578,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.5102,NA,NA,NA,NA,NA,NA,NA,NA,0.5017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
D211438,2002,KUM,2006,D438,Kummunsuo,4,1,LLS,2,1,1,1,1,1,NA,NA,0,1,1,0,NA,NA,1,1,1,0,NA,NA,263,262,259,267,NA,NA,59,58.4,57.9,60.2,NA,NA,1120,1220,1270,1240,NA,NA,205,221,219,220,NA,NA,0.24,0.273,0.235,0.228,NA,NA,1.42,3.36,3.88,5.31,NA,NA,0.02,0.87,0.81,0.03,NA,NA,NA,0.17,0.16,NA,NA,NA,NA,30.87,17.03,NA,NA,NA,0,1,0,0,NA,NA,7.4,7,7.1,10.4,NA,NA,73.6287,96.2119,57.0649,69.975,NA,NA,7.6341,8.3517,7.0808,7.0529,NA,NA,12.001,13.87,10.5821,12.7211,NA,NA,771318,732939,NA,NA,1410179,1700234,NA,NA,NA,1372231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3832863864292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00424103948476,0.145064342376369,NA,NA,0,3,4,NA,NA,NA,NA,0,0,0,NA,NA,0.544764795144158,0.5916,NA,NA,0.5431,NA,NA,NA,NA,0.5342,NA,0.534929435483871,NA,NA,NA,NA,NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,202.5,NA,NA,235,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA
D211445,2001,TEE,2006,D445,Teerisuo,5,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,265,265,273,263,NA,NA,59.3,58.8,58.7,63,NA,NA,1290,1350,1270,1315,NA,NA,232,232,232,232,NA,NA,0.257,NA,0.277,0.27,NA,NA,4.49,6.72,4.41,5.89,NA,NA,0.94,0.94,0.99,0.93,NA,NA,0.3,0.22,0.24,0.16,NA,NA,8.16,13.93,11.18,21.54,NA,NA,6,3,11,1,NA,NA,7.4,7,7.1,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111240,478457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7611818084766,10.00009888138,NA,NA,NA,NA,NA,NA,0.974302849452056,0.169839179360978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74.5,NA,NA,NA,NA,NA
D211450,2002,KUM,2004,D450,Kummunsuo,2,0,LLUS,2,0,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,263,271,NA,NA,NA,NA,59.5,58.8,NA,NA,NA,NA,1180,1220,NA,NA,NA,NA,191,220,NA,NA,NA,NA,0.233,0.271,NA,NA,NA,NA,1.89,2.61,NA,NA,NA,NA,0.36,0.81,NA,NA,NA,NA,0,0.54,NA,NA,NA,NA,33.17,22.14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,7.4,7,NA,NA,NA,NA,70.5292,70.2011,NA,NA,NA,NA,7.3748,7.3304,NA,NA,NA,NA,12.1383,11.9087,NA,NA,NA,NA,667380,776579,NA,NA,1588812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995100984722887,0.167639094063462,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.532646048109966,0.4909,NA,NA,0.5117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211451,2001,TEE,2003,D451,Teerisuo,2,0,LLUS,1,0,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,266,269,NA,NA,NA,NA,62.6,60.3,NA,NA,NA,NA,1280,1350,NA,NA,NA,NA,204,210,NA,NA,NA,NA,NA,0.262,NA,NA,NA,NA,5,4.33,NA,NA,NA,NA,0,0.93,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,27.27,NA,NA,NA,NA,0,0,NA,NA,NA,NA,6.2,7.4,NA,NA,NA,NA,71.0842,60.3348,NA,NA,NA,NA,6.6383,6.8907,NA,NA,NA,NA,12.8949,10.8202,NA,NA,NA,NA,1111958,1055188,991570,896666,1080942,1262376,1329610,815761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989123832726366,0.148634995744151,NA,NA,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.53485,0.4985,0.5,NA,0.5005,0.504,0.4894,0.5037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,12,27.5,NA,48,70,35,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211456,2001,KUM,2003,D456,Kummunsuo,2,1,LLS,2,3,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,263,274,NA,NA,NA,NA,59.6,60.3,NA,NA,NA,NA,1150,1300,NA,NA,NA,NA,179,204,NA,NA,NA,NA,0.268,0.266,NA,NA,NA,NA,3.19,3.68,NA,NA,NA,NA,0.78,0.87,NA,NA,NA,NA,0,0.24,NA,NA,NA,NA,24.89,19.44,NA,NA,NA,NA,0,3,NA,NA,NA,NA,6.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971006,1336543,1351623,4497677,788326,1050806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983279347983563,0.183871120217273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5288,0.5013,0.5237,0.5451,0.53003003003003,0.5154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,27.5,35,72.5,120,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D211461,2001,NYR,2003,D461,Nyrölä,2,1,LLS,1,1,0,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,260,270,NA,NA,NA,NA,59,59,NA,NA,NA,NA,1220,1240,NA,NA,NA,NA,194,215,NA,NA,NA,NA,0.275,0.287,NA,NA,NA,NA,5.07,3.95,NA,NA,NA,NA,0,0.6,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,19.65,NA,NA,NA,NA,0,1,NA,NA,NA,NA,6.2,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701733,554038,NA,NA,508353,605783,595680,366898,430383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990934157819658,0.159912477297363,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0.5125,0.5116,NA,NA,0.5,0.486,0.5034,0.5087,0.5095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,22.5,10,15,10,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
