id,born,site,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,age,year,on.lek,lekking,tenureyear,surv,leksize,density,tarsus,wing,mass,lyre,blue,eyec,attend,fight,dist,MS,mean_ig_post,mean_ig_pre,mean_ig,mean_caro_post,mean_caro_pre,mean_caro,smlh,froh1,spots_feather,spots_tip,mean_hct_post,mean_hct_pre,mean_hct,mean_rbc_area_post,mean_rbc_area_pre,mean_rbc_width_post,mean_rbc_width_pre,mean_rbc_length_post,mean_rbc_length_pre,mean_rbc_area,mean_rbc_length,mean_rbc_width,mean_microf_post,mean_microf_pre,mean_leuco_post,mean_leuco_pre,mean_trypa_post,mean_trypa_pre,mean_microf,mean_leuco,mean_trypa
D229193,2004,KUM,D193,Kummunsuo,5,3,LLS,4,23,2,2006,1,1,1,1,23,10.4,58.8,278,1250,227,0.272,3.55,0.44,0.06,38.46,0,NA,2083833,2083833,NA,NA,NA,0.997553761074596,0.143403467772066,7,0,NA,0.4895,0.4895,NA,76.5382,NA,7.577,NA,12.868,76.5382,12.868,7.577,NA,16.25,NA,1,NA,1,16.25,1,1
D229193,2004,KUM,D193,Kummunsuo,5,3,LLS,4,23,3,2007,1,1,2,1,31,14.6,58.3,271,1300,234,0.249,2.74,1,0.4,6.4,16,1228780,1030913,1129846.5,12.3732388106289,NA,12.3732388106289,0.997553761074596,0.143403467772066,8,0,NA,0.5379,0.5379,NA,78.9738,NA,7.7994,NA,12.8989,78.9738,12.8989,7.7994,NA,23.75,NA,0,NA,0.5,23.75,0,0.5
D229193,2004,KUM,D193,Kummunsuo,5,3,LLS,4,23,4,2008,1,1,3,1,38,14.6,58.3,276,1270,230,0.258,4.66,0.92,0.08,11.07,3,NA,1225543,1225543,NA,NA,NA,0.997553761074596,0.143403467772066,8,0,NA,0.5226,0.5226,NA,71.5293,NA,7.145,NA,12.753,71.5293,12.753,7.145,NA,20,NA,0,NA,NA,20,0,NA
D229193,2004,KUM,D193,Kummunsuo,5,3,LLS,4,23,5,2009,1,1,4,0,21,10.5,59.5,270,1310,219,0.211,2.43,0.95,0.31,11.05,4,NA,1127212,1127212,NA,5.72510042656147,5.72510042656147,0.997553761074596,0.143403467772066,8,1,NA,0.5062,0.5062,NA,74.811,NA,7.3058,NA,13.0446,74.811,13.0446,7.3058,NA,47.5,NA,0,NA,NA,47.5,0,NA
D229509,2005,KUM,D509,Kummunsuo,3,NA,NA,NA,NA,1,2006,1,0,NA,NA,NA,10.4,56.2,257,1150,192,0.226,NA,0.19,NA,NA,0,1272731,894670,1083700.5,8.7146540333569,NA,8.7146540333569,0.994532012772913,0.153257808533554,NA,NA,0.5068,0.5193,0.51305,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,13,0,0,1,0,69,0,0.5
D229509,2005,KUM,D509,Kummunsuo,3,NA,NA,NA,NA,2,2007,1,1,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,0.28,0.13,27.46,0,NA,NA,NA,NA,NA,NA,0.994532012772913,0.153257808533554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229509,2005,KUM,D509,Kummunsuo,3,NA,NA,NA,NA,3,2008,1,0,NA,NA,NA,14.6,57,265,1240,225,0.279,4.75,0.15,0.25,6.26,0,NA,NA,NA,NA,NA,NA,0.994532012772913,0.153257808533554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229512,2005,KUM,D512,Kummunsuo,2,1,LLS,1,2,1,2006,0,0,NA,1,23,10.4,57.2,266,1245,167,0.24,2.18,0,NA,NA,0,NA,1529335,1529335,NA,NA,NA,1.01820830271763,0.147612594372812,4,0,NA,0.5128,0.5128,NA,58.9424,NA,6.4827,NA,11.5825,58.9424,11.5825,6.4827,NA,47.5,NA,0,NA,0,47.5,0,0
D229512,2005,KUM,D512,Kummunsuo,2,1,LLS,1,2,2,2007,1,1,1,0,31,14.6,58.9,275,1300,234,0.214,3.19,0.82,0.45,31.62,2,NA,1703252,1703252,NA,NA,NA,1.01820830271763,0.147612594372812,0,0,NA,0.5199,0.5199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.75,NA,0,NA,0,88.75,0,0
D229518,2005,LEH,D518,Lehtusuo,1,0,SLUS,1,0,1,2006,1,1,1,0,12,10.4,62.7,269,1210,191,0.218,2.22,0.69,0.04,29.52,0,NA,1368733,1368733,NA,NA,NA,1.0154759859554,0.149925621851866,13,0,NA,0.4875,0.4875,NA,70.0407,NA,7.6682,NA,11.6356,70.0407,11.6356,7.6682,NA,0,NA,0,NA,0,0,0,0
D229556,2005,NYR,D556,Nyrölä,3,1,LLS,1,3,1,2006,0,0,NA,1,14,10.4,58.3,264,1120,178,0.217,3.01,0,NA,NA,0,NA,396261,396261,NA,NA,NA,0.914405454093619,0.210199747634009,8,0,NA,0.5342,0.5342,NA,74.1913,NA,7.8665,NA,12.0144,74.1913,12.0144,7.8665,NA,0,NA,0,NA,0,0,0,0
D229556,2005,NYR,D556,Nyrölä,3,1,LLS,1,3,2,2007,1,0,NA,1,20,14.6,57.8,275,1220,221,0.248,3.73,0.24,NA,NA,0,NA,394273,394273,NA,NA,NA,0.914405454093619,0.210199747634009,0,0,NA,0.5284,0.5284,NA,73.9658,NA,7.7721,NA,12.1233,73.9658,12.1233,7.7721,NA,8.75,NA,2,NA,0,8.75,2,0
D229556,2005,NYR,D556,Nyrölä,3,1,LLS,1,3,3,2008,1,1,1,0,25,14.6,58.1,268,1260,228,0.306,4.62,0.91,0.15,15.3,3,NA,497882,497882,NA,NA,NA,0.914405454093619,0.210199747634009,0,0,NA,0.5205,0.5205,NA,60.6452,NA,6.672,NA,11.579,60.6452,11.579,6.672,NA,17.5,NA,0.5,NA,NA,17.5,0.5,NA
D229560,2005,LEH,D560,Lehtusuo,1,0,SLUS,1,0,1,2006,1,1,1,0,12,10.4,60.9,258,1100,198,0.219,2.46,0.36,0.2,25.5,0,NA,3282127,3282127,NA,NA,NA,1.0272441287883,0.135695797180393,5,0,NA,0.5175,0.5175,NA,78.9925,NA,8.078,NA,12.457,78.9925,12.457,8.078,NA,1.5,NA,0,NA,0,1.5,0,0
D229599,2006,KUM,D599,Kummunsuo,3,0,LLUS,2,0,1,2007,1,1,1,1,31,14.6,61.7,266,1180,202,0.223,2.38,0.65,0.11,23.41,0,NA,3101155,3101155,NA,NA,NA,0.999077503379802,0.149392583825667,8,0,NA,0.50431083574406,0.50431083574406,NA,80.8322,NA,8.3545,NA,12.3253,80.8322,12.3253,8.3545,NA,16.5,NA,0,NA,0,16.5,0,0
D229599,2006,KUM,D599,Kummunsuo,3,0,LLUS,2,0,2,2008,1,0,2,1,38,14.6,NA,NA,NA,NA,NA,NA,0.21,NA,NA,0,NA,NA,NA,NA,NA,NA,0.999077503379802,0.149392583825667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229599,2006,KUM,D599,Kummunsuo,3,0,LLUS,2,0,3,2009,1,1,3,0,21,10.5,62,273,1320,240,0.242,6.41,0.72,0.09,33.11,0,NA,1233865,1233865,NA,6.31003305855507,6.31003305855507,0.999077503379802,0.149392583825667,6,5,NA,0.5136,0.5136,NA,91.0998,NA,8.3611,NA,13.8798,91.0998,13.8798,8.3611,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229630,2005,LEH,D630,Lehtusuo,2,1,LLS,1,2,1,2006,1,0,NA,1,12,10.4,57.3,266,1245,183,0.216,2.46,0.0175438596491228,NA,NA,0,NA,1027656,1027656,NA,NA,NA,1.02094330614844,0.145821951368678,7,0,NA,0.518182486041728,0.518182486041728,NA,66.9065,NA,7.3219,NA,11.6406,66.9065,11.6406,7.3219,NA,0,NA,0,NA,0,0,0,0
D229630,2005,LEH,D630,Lehtusuo,2,1,LLS,1,2,2,2007,1,1,1,0,15,14.6,NA,NA,NA,NA,NA,NA,0.81,0.29,2.83,2,NA,NA,NA,NA,NA,NA,1.02094330614844,0.145821951368678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229633,2004,SAA,D633,Saarisuo,4,NA,NA,NA,NA,2,2006,1,1,NA,NA,NA,10.4,60.7,270,1300,237,0.257,NA,1,NA,15.52,0,851147,1145906,998526.5,7.06750130061703,NA,7.06750130061703,0.986999286355664,0.161731973213158,NA,NA,0.5232,0.5113,0.51725,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,26.5,0,0,2,0,25.5,0,1
D229633,2004,SAA,D633,Saarisuo,4,NA,NA,NA,NA,3,2007,0,0,NA,NA,NA,14.6,60.2,267,1330,247,0.273,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986999286355664,0.161731973213158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229633,2004,SAA,D633,Saarisuo,4,NA,NA,NA,NA,4,2008,0,0,NA,NA,NA,14.6,60.3,272,1340,244,0.264,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986999286355664,0.161731973213158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229635,2005,KUM,D635,Kummunsuo,2,1,LLS,1,1,1,2006,1,0,NA,1,23,10.4,58.1,260,1235,177,0.219,3.22,0.17,NA,NA,0,766062,920493,843277.5,10.2980975978718,NA,10.2980975978718,0.986454222891492,0.154353153721973,10,0,0.4641,0.537463343108504,0.500781671554252,NA,81.2685,NA,7.9247,NA,13.0638,81.2685,13.0638,7.9247,NA,5.5,0,0,0,0,5.5,0,0
D229635,2005,KUM,D635,Kummunsuo,2,1,LLS,1,1,2,2007,1,1,1,0,31,14.6,NA,NA,NA,NA,NA,NA,0.77,0.3,41.01,1,NA,NA,NA,NA,NA,NA,0.986454222891492,0.154353153721973,NA,NA,NA,0.5622,0.5622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA
D229638,2005,SAA,D638,Saarisuo,2,0,LLUS,1,0,1,2006,0,0,NA,1,8,10.4,58,263,1280,202,0.216,1.12,0,NA,NA,0,NA,811968,811968,NA,NA,NA,1.0191394406648,0.149447593152413,3,0,NA,0.502985074626866,0.502985074626866,NA,68.8051,NA,6.9516,NA,12.6086,68.8051,12.6086,6.9516,NA,8.5,NA,0,NA,0,8.5,0,0
D229638,2005,SAA,D638,Saarisuo,2,0,LLUS,1,0,2,2007,1,1,1,0,18,14.6,NA,NA,NA,NA,NA,NA,0.57,0.18,22.67,0,NA,NA,NA,NA,NA,NA,1.0191394406648,0.149447593152413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229646,2005,LEH,D646,Lehtusuo,3,1,LLS,3,15,1,2006,1,1,1,1,12,10.4,59.3,270,1300,202,0.243,3.66,0.96,0.4,8.06,0,NA,874753,874753,NA,NA,NA,0.999238530000554,0.150701515839234,NA,NA,NA,0.516828893442623,0.516828893442623,NA,76.4604,NA,8.1529,NA,11.9468,76.4604,11.9468,8.1529,NA,19.5,NA,0,NA,0,19.5,0,0
D229646,2005,LEH,D646,Lehtusuo,3,1,LLS,3,15,2,2007,1,1,2,1,15,14.6,59.5,270,1240,235,0.258,4.22,0.83,0.44,11.4,0,NA,NA,NA,NA,NA,NA,0.999238530000554,0.150701515839234,NA,NA,NA,0.5015,0.5015,NA,75.6952,NA,7.8476,NA,12.2875,75.6952,12.2875,7.8476,NA,5.5,NA,0,NA,0,5.5,0,0
D229646,2005,LEH,D646,Lehtusuo,3,1,LLS,3,15,3,2008,1,1,3,0,15,14.6,60.2,266,1330,230,0.272,6.54,0.89,0.39,6,15,NA,NA,NA,NA,NA,NA,0.999238530000554,0.150701515839234,NA,NA,NA,0.4932,0.4932,NA,62.7305,NA,7.045,NA,11.343,62.7305,11.343,7.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229648,2005,LEH,D648,Lehtusuo,2,0,LLUS,1,0,1,2006,1,0,NA,1,12,10.4,60,264,1160,197,NA,1.91,0.18,NA,NA,0,NA,732214,732214,NA,NA,NA,0.992449429464774,0.162368083526487,11,0,NA,0.4978,0.4978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0
D229648,2005,LEH,D648,Lehtusuo,2,0,LLUS,1,0,2,2007,1,1,1,0,15,14.6,60.7,272,1180,239,0.275,2.04,0.77,0.43,11.18,0,NA,749968,749968,NA,NA,NA,0.992449429464774,0.162368083526487,4,5,NA,0.4827,0.4827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0,NA,0,15,0,0
D229658,2005,KUM,D658,Kummunsuo,4,2,LLS,4,2,1,2006,1,1,1,1,23,10.4,59.2,260,1135,177,0.219,1.81,0.44,0.06,26.93,0,NA,600599,600599,NA,NA,NA,0.995570291786714,0.15915162115759,4,0,NA,0.563,0.563,NA,47.8635,NA,5.9811,NA,10.1941,47.8635,10.1941,5.9811,NA,3.5,NA,0,NA,0,3.5,0,0
D229658,2005,KUM,D658,Kummunsuo,4,2,LLS,4,2,2,2007,1,1,2,1,31,14.6,59.4,264,1180,216,0.263,2.24,0.44,0.48,20.81,0,601502,606378,603940,9.52246113119947,NA,9.52246113119947,0.995570291786714,0.15915162115759,0,0,NA,0.5223,0.5223,NA,80.8915,NA,8.1833,NA,12.5923,80.8915,12.5923,8.1833,NA,28,NA,1,NA,0,28,1,0
D229658,2005,KUM,D658,Kummunsuo,4,2,LLS,4,2,3,2008,1,1,3,1,38,14.6,58.3,267,1255,209,0.255,3.65,0.73,0.29,7.63,1,NA,873476,873476,NA,NA,NA,0.995570291786714,0.15915162115759,0,0,NA,0.535,0.535,NA,75.1202,NA,7.593,NA,12.603,75.1202,12.603,7.593,NA,52.5,NA,NA,NA,NA,52.5,NA,NA
D229658,2005,KUM,D658,Kummunsuo,4,2,LLS,4,2,4,2009,1,1,4,0,21,10.5,60.1,279,1250,225,0.208,4.02,0.92,0.27,11.4,1,NA,889033,889033,NA,4.71148348398715,4.71148348398715,0.995570291786714,0.15915162115759,5,0,NA,0.4452,0.4452,NA,71.4405,NA,7.6415,NA,11.9096,71.4405,11.9096,7.6415,NA,250,NA,NA,NA,NA,250,NA,NA
D229675,2005,TEE,D675,Teerisuo,1,0,SLUS,1,0,1,2006,1,1,1,0,13,10.4,59,252,1230,188,0.246,2.95,0.72,0.17,14.76,0,NA,858977,858977,NA,NA,NA,1.02065106126438,0.147408833628982,11,3,NA,0.5205,0.5205,NA,82.4383,NA,8.3176,NA,12.6259,82.4383,12.6259,8.3176,NA,17.5,NA,0,NA,0,17.5,0,0
D229676,2005,TEE,D676,Teerisuo,1,1,SLS,1,1,1,2006,1,1,1,0,13,10.4,60,267,1330,200,0.242,3.3,0.88,0.23,13,1,NA,1595540,1595540,NA,NA,NA,1.00542454281681,0.176084595024297,11,0,NA,0.5593,0.5593,NA,69.036,NA,7.4783,NA,11.7599,69.036,11.7599,7.4783,NA,4.5,NA,0,NA,0,4.5,0,0
D229679,2004,KUM,D679,Kummunsuo,4,NA,NA,NA,NA,2,2006,1,1,NA,NA,NA,10.4,59.7,275,1310,242,0.262,NA,0.61,NA,28.52,0,749997,953253,851625,9.29892080297024,NA,9.29892080297024,0.987535707186761,0.168566391155647,NA,NA,0.5131,0.507,0.51005,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.5,45,0,0,0,0,68.75,0,0
D229679,2004,KUM,D679,Kummunsuo,4,NA,NA,NA,NA,3,2007,1,1,NA,NA,NA,14.6,60.9,270,1320,235,0.263,NA,0.93,0.66,29.41,8,NA,898677,898677,0,NA,0,0.987535707186761,0.168566391155647,NA,NA,NA,0.5077,0.5077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,0.5,NA,0.5,225,0.5,0.5
D229679,2004,KUM,D679,Kummunsuo,4,NA,NA,NA,NA,4,2008,1,1,NA,NA,NA,14.6,60,277,1350,236,0.312,NA,1,0.35,22.2,3,NA,NA,NA,NA,NA,NA,0.987535707186761,0.168566391155647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229705,2005,TEE,D705,Teerisuo,6,3,LLS,4,9,1,2006,0,0,NA,1,13,10.4,62.3,272,NA,195,0.26,2.21,0,NA,NA,0,NA,1072501,1072501,NA,NA,NA,0.989738800346688,0.15765536527943,10,0,NA,0.5527,0.5527,NA,89.1066,NA,10.902,NA,10.412,89.1066,10.412,10.902,NA,39.5,NA,0,NA,0,39.5,0,0
D229705,2005,TEE,D705,Teerisuo,6,3,LLS,4,9,2,2007,1,1,1,1,17,14.6,59.1,273,1260,219,0.273,3.36,0.84,0.22,17.09,4,NA,1140910,1140910,NA,NA,NA,0.989738800346688,0.15765536527943,16,0,NA,0.479,0.479,NA,73.9686,NA,7.1615,NA,13.1576,73.9686,13.1576,7.1615,NA,104.75,NA,0,NA,0,104.75,0,0
D229705,2005,TEE,D705,Teerisuo,6,3,LLS,4,9,3,2008,1,1,2,1,9,14.6,58.6,275,1325,237,0.267,5.049,0.95,0.19,14.42,4,NA,1050133,1050133,NA,NA,NA,0.989738800346688,0.15765536527943,14,8,NA,0.5109,0.5109,NA,81.8659,NA,8.265,NA,12.618,81.8659,12.618,8.265,NA,NA,NA,1.5,NA,NA,NA,1.5,NA
D229705,2005,TEE,D705,Teerisuo,6,3,LLS,4,9,4,2009,1,1,3,1,9,10.5,59.8,273,1310,215,0.195,5.696,1,0.21,7.81,0,NA,1638403,1638403,NA,0.685820874623041,0.685820874623041,0.989738800346688,0.15765536527943,6,9,NA,0.5173,0.5173,NA,69.3718,NA,7.4926,NA,11.7946,69.3718,11.7946,7.4926,NA,300,NA,NA,NA,NA,300,NA,NA
D229705,2005,TEE,D705,Teerisuo,6,3,LLS,4,9,5,2010,1,1,4,1,6,11.5,NA,NA,NA,NA,NA,NA,1,0.14,12.04,1,NA,NA,NA,NA,NA,NA,0.989738800346688,0.15765536527943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229705,2005,TEE,D705,Teerisuo,6,3,LLS,4,9,6,2011,1,0,NA,0,15,19.4,60.4,275,1290,228,0.2,5.718,0.04,NA,NA,0,NA,NA,NA,NA,NA,NA,0.989738800346688,0.15765536527943,10,15,NA,0.4748,0.4748,NA,83.897,NA,8.3343,NA,12.8236,83.897,12.8236,8.3343,NA,90,NA,NA,NA,0,90,NA,0
D229707,2005,TEE,D707,Teerisuo,2,0,LLUS,1,0,1,2006,0,0,NA,1,13,10.4,63.1,264,1180,203,0.274,2.16,0,NA,NA,0,NA,1418778,1418778,NA,NA,NA,0.997117962388358,0.153939663696472,7,0,NA,0.5445,0.5445,NA,60.6261,NA,7.0077,NA,11.0208,60.6261,11.0208,7.0077,NA,6,NA,0,NA,0,6,0,0
D229707,2005,TEE,D707,Teerisuo,2,0,LLUS,1,0,2,2007,1,1,1,0,17,14.6,58.3,270,1280,236,0.277,3.28,0.88,0.25,8.06,0,NA,545171,545171,NA,NA,NA,0.997117962388358,0.153939663696472,1,4,NA,0.4791,0.4791,NA,95.6306,NA,8.4913,NA,14.3467,95.6306,14.3467,8.4913,NA,15.5,NA,0,NA,0,15.5,0,0
D229714,2005,NYR,D714,Nyrölä,1,1,SLS,1,1,1,2006,1,1,1,0,14,10.4,61,267,1230,199,0.253,2.09,0.39,0.06,56.08,1,510086,474366.5,486273,8.27400299747219,NA,8.27400299747219,0.99412370510657,0.15388044433002,8,0,0.5127,0.5247,0.5187,NA,89.4431,NA,8.7887,NA,12.9644,89.4431,12.9644,8.7887,NA,0,0,0,13,0,0,0,6.5
D229716,2005,NYR,D716,Nyrölä,1,1,SLS,1,1,1,2006,1,1,1,0,14,10.4,57.8,263,1150,183,0.234,3.01,0.41,0.1,38.75,1,NA,783008,783008,NA,NA,NA,0.976461934287855,0.170183557223321,7,5,NA,0.5364,0.5364,NA,69.8409,NA,7.5371,NA,11.8041,69.8409,11.8041,7.5371,NA,0,NA,0.5,NA,0,0,0.5,0
D229718,2005,NYR,D718,Nyrölä,4,1,LLS,2,4,1,2006,1,0,NA,1,14,10.4,58.9,262,1120,182,0.23,2.44,0.16,NA,NA,0,1233283,1009240,1121261.5,5.50637617759604,NA,5.50637617759604,0.975614733953227,0.170764157346617,6,0,0.5243,0.5295,0.5269,NA,67.9108,NA,7.197,NA,12.0204,67.9108,12.0204,7.197,12.5,0.5,0,0,4,0,6.5,0,2
D229718,2005,NYR,D718,Nyrölä,4,1,LLS,2,4,2,2007,1,0,NA,1,20,14.6,59.5,267,1230,231,0.213,3.52,0.26,NA,NA,0,NA,1184269,1184269,NA,NA,NA,0.975614733953227,0.170764157346617,2,0,NA,0.5447,0.5447,NA,75.7281,NA,7.8412,NA,12.3028,75.7281,12.3028,7.8412,NA,0,NA,0,NA,0,0,0,0
D229718,2005,NYR,D718,Nyrölä,4,1,LLS,2,4,3,2008,1,1,1,1,25,14.6,59.9,265,1240,237,0.224,5.56,0.93,0.17,24,0,NA,1126985,1126985,NA,NA,NA,0.975614733953227,0.170764157346617,3,0,NA,0.5342,0.5342,NA,78.1251,NA,8.604,NA,11.567,78.1251,11.567,8.604,NA,0,NA,NA,NA,NA,0,NA,NA
D229718,2005,NYR,D718,Nyrölä,4,1,LLS,2,4,4,2009,1,1,2,0,15,10.5,60.8,267,1230,232,0.222,3.88,0.95,0.27,11.01,4,NA,1337030,1337030,NA,5.59987196335138,5.59987196335138,0.975614733953227,0.170764157346617,4,0,NA,0.5108,0.5108,NA,97.237,NA,9.533,NA,12.9937,97.237,12.9937,9.533,NA,0,NA,1.5,NA,NA,0,1.5,NA
D229721,2005,KUM,D721,Kummunsuo,3,2,LLS,3,2,1,2006,1,1,1,1,23,10.4,59.2,270,1255,183,0.226,3.89,0.5,0.22,23.32,0,NA,1191600,1191600,NA,NA,NA,1.02265697034377,0.15148496260597,4,0,NA,0.5178,0.5178,NA,67.0631,NA,7.4995,NA,11.3916,67.0631,11.3916,7.4995,NA,4,NA,0,NA,0,4,0,0
D229721,2005,KUM,D721,Kummunsuo,3,2,LLS,3,2,2,2007,1,1,2,1,31,14.6,NA,NA,NA,NA,NA,NA,0.7,0.18,20.52,1,NA,NA,NA,NA,NA,NA,1.02265697034377,0.15148496260597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229721,2005,KUM,D721,Kummunsuo,3,2,LLS,3,2,3,2008,1,1,3,0,38,14.6,61.1,275,1365,222,0.275,8.1,0.98,0.08,20.4,1,NA,1298138,1298138,NA,NA,NA,1.02265697034377,0.15148496260597,0,23,NA,0.5091,0.5091,NA,72.6371,NA,7.443,NA,12.432,72.6371,12.432,7.443,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229734,2004,KUM,D734,Kummunsuo,4,NA,NA,NA,NA,2,2006,1,1,NA,NA,NA,10.4,59.2,265,1270,231,0.247,NA,0.89,NA,21.64,0,829609,867031.5,854557.333333333,9.88172177664506,NA,9.88172177664506,1.01585229022183,0.146107401619923,NA,NA,0.4863,0.5157,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,140,0,0,1,0,210,0,0.5
D229734,2004,KUM,D734,Kummunsuo,4,NA,NA,NA,NA,3,2007,1,1,NA,NA,NA,14.6,NA,NA,NA,NA,NA,NA,0.91,0.13,37.22,0,NA,NA,NA,NA,NA,NA,1.01585229022183,0.146107401619923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229734,2004,KUM,D734,Kummunsuo,4,NA,NA,NA,NA,4,2008,1,1,NA,NA,NA,14.6,60.6,272,1320,232,0.243,NA,0.85,0.25,34.21,0,NA,NA,NA,NA,NA,NA,1.01585229022183,0.146107401619923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229735,2005,KUM,D735,Kummunsuo,2,0,LLUS,1,0,1,2006,0,0,NA,1,23,10.4,58.7,265,1205,200,0.239,2.59,0,NA,NA,0,NA,3465048,3465048,NA,NA,NA,0.990975745359835,0.150621390658304,0,0,NA,0.5212,0.5212,NA,73.5373,NA,7.5363,NA,12.4303,73.5373,12.4303,7.5363,NA,37.5,NA,0,NA,0,37.5,0,0
D229735,2005,KUM,D735,Kummunsuo,2,0,LLUS,1,0,2,2007,1,1,1,0,31,14.6,60.2,273,1280,238,0.271,3.67,0.42,0.21,44.69,0,665875,1020672,843273.5,4.83431192576715,NA,4.83431192576715,0.990975745359835,0.150621390658304,1,8,NA,0.52,0.52,NA,66.5942,NA,7.504,NA,11.305,66.5942,11.305,7.504,NA,210,NA,0,NA,0,210,0,0
D229737,2005,KUM,D737,Kummunsuo,4,2,LLS,4,3,1,2006,1,1,1,1,23,10.4,58.2,265,1200,188,0.278,0.97,0.72,0.15,23.26,0,NA,2529781,2529781,NA,NA,NA,0.976024096713594,0.180369085119627,9,0,NA,0.509120647593702,0.509120647593702,NA,68.8102,NA,6.602,NA,13.2773,68.8102,13.2773,6.602,NA,1.5,NA,5.5,NA,0,1.5,5.5,0
D229737,2005,KUM,D737,Kummunsuo,4,2,LLS,4,3,2,2007,1,1,2,1,31,14.6,NA,NA,NA,NA,NA,NA,0.65,0.24,26.93,1,NA,NA,NA,NA,NA,NA,0.976024096713594,0.180369085119627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229737,2005,KUM,D737,Kummunsuo,4,2,LLS,4,3,3,2008,1,1,3,1,38,14.6,61,268,1280,212,0.3,NA,0.9,0.19,19.03,0,NA,1230767,1230767,NA,NA,NA,0.976024096713594,0.180369085119627,10,8,NA,0.5446,0.5446,NA,78.9736,NA,7.973,NA,12.618,78.9736,12.618,7.973,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229737,2005,KUM,D737,Kummunsuo,4,2,LLS,4,3,4,2009,1,1,4,0,21,10.5,59.8,263,1320,210,0.24,2.17,0.95,0.43,7.5,2,NA,1356829,1356829,NA,5.46475395807585,5.46475395807585,0.976024096713594,0.180369085119627,3,4,NA,0.4807,0.4807,NA,78.085,NA,7.0045,NA,14.2011,78.085,14.2011,7.0045,NA,9.5,NA,NA,NA,NA,9.5,NA,NA
D229740,2005,LEH,D740,Lehtusuo,3,0,LLUS,1,0,1,2006,0,0,NA,1,12,10.4,57.2,268,1140,198,0.211,2.27,0,NA,NA,0,NA,923203,923203,NA,NA,NA,0.99718505015864,0.148659568913462,5,0,NA,0.5315,0.5315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,0,NA,0,17.5,0,0
D229740,2005,LEH,D740,Lehtusuo,3,0,LLUS,1,0,2,2007,0,0,NA,1,15,14.6,59,272,1160,230,0.258,2.53,NA,NA,NA,0,NA,6119959,6119959,NA,NA,NA,0.99718505015864,0.148659568913462,0,0,NA,0.4665,0.4665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,NA,0,50,0,0
