similar
FKBP8
ADRB1
TAP2
RHOF
RIOX1
MACF1
ZDHHC9
CISH
UBTF
SSPO
GSE1
BCL11A
SLC8B1
ZBTB7A
CFAP20
NPLOC4
TSC22D3
NFE2L1
TCF3
EPN3
NFIC
STARD3
PANK4
FOXRED2
LFNG
NEFH
SLC38A10
PTPRF
GLRA4
GATA2
CRABP2
RACGAP1
SRF
BEST1
ZNF423
ANKRD11
CCNC
LAMP2
MEF2B
KCNH8
TPX2-B
LAMB2
ESPN
DHRS13
SRSF1
HES1-B
GLI1
SETD5
CPSF7
MAB21L2
ST3GAL3
NXPH1
HMG14
TNK2
LHX1
PGAP6
CDC42SE1
EPPK1
KIF21B
NFIA
GPR37L1
TAL1
CCDC81
XPO7
JUP
UCKL1
CCDC92
ANKRD9
GSDME
NCOR2
HMG20B
BAZ1A
TEF
SUCNR1
SPEG
FAAP100
CYB5B
HOXB2
MANBAL
CXXC5
DNAJC11
ELAPOR1
PPL
FURIN
ANKRD40
ANK1
GPSM1
ADIPOR2
ATXN1L
GPATCH8
TMUB1
TBR1
PMEPA1
TPP1
ID1
TOM1L2
HMGCL
PSMD11
PROM1A
SLC25A25
MEP
PPP1R1B
GHOX-7
TRIOBP
PGS1
VPS16
BTBD11
CTNND1
SYNGR2
DNALI1
THUMPD3
NFKBIE
KANSL2
JAM3
WNK4
ARHGAP26
PEX16
TRIM32
ERV3-1
MBNL1
TRAK1
UBA1
GMCL1
GLYATL3
SMTN
HBEGF
CBFA2T3
PIK3R2
LHX2
RCJMB04_21H11
TSPAN7
ZBTB39
ACVR1
MFHAS1
SNTB2
HSD11B1L
TUBGCP2
DOT1L
CDK12
SOCS3
INA
DCTN1
APOA1
NKTR
YJEFN3
CSRP1
GAL
SLC26A8
CNOT4
PRDM15
PDGFRB
TCF12
SH2D2A
SOX9
CACNA1G
ANKRD52
GPR119
DMRTA2
PLXND1
ZC3H12A
SSTR4
CCDC33
MYO18A
GLMP-B
GAPVD1
CTBP2
RNF41
TNRC18
ELP3
CAMTA1
MYT1
GRAMD2B
OCRL
KIAA1671
COL18A1
DNAJB5
ZNF512B
RASSF8
COLEC12
ARRDC2
MFSD13A
TNS4
GXYLT1
SLC25A39
SCARF2
WDR37
