similar
FKBP8
ADRB1
TAP2
RHOF
RIOX1
MACF1
ZDHHC9
CISH
UBTF
SSPO
GSE1
BCL11A
SLC8B1
ZBTB7A
CFAP20
NPLOC4
TSC22D3
NFE2L1
TCF3
EPN3
NFIC
STARD3
PANK4
FOXRED2
LFNG
NEFH
SLC38A10
PTPRF
GLRA4
GATA2
CRABP2
RACGAP1
SRF
BEST1
ZNF423
ANKRD11
CCNC
LAMP2
MEF2B
KCNH8
TPX2-B
LAMB2
ESPN
DHRS13
SRSF1
HES1-B
GLI1
SETD5
CPSF7
MAB21L2
ST3GAL3
NXPH1
HMG14
TNK2
LHX1
PGAP6
CDC42SE1
EPPK1
KIF21B
NFIA
GPR37L1
TAL1
CCDC81
XPO7
JUP
UCKL1
CCDC92
ANKRD9
GSDME
NCOR2
HMG20B
BAZ1A
TEF
SUCNR1
SPEG
FAAP100
CYB5B
HOXB2
MANBAL
CXXC5
DNAJC11
ELAPOR1
PPL
FURIN
ANKRD40
