similar
BEST1
TPX2-B
GATA2
HES1-B
NFIC
SRSF1
PPP1R1B
STX8
EIF4G1
L2HGDH
RASD2
CAMTA1
STARD3
SMTN
TAL1
LRIG2
NFIA
JAM3
CSRP1
LYPLA2
ANKRD9
CEMIP
ANKRD52
SLC25A25
LAMP2
CRABP2
SPEG
ARHGAP26
UBTF
ZNF423
RACGAP1
CISH
KIAA1671
ZBTB7A
NPLOC4
GPR119
TOM1L2
TRIM47
VPS16
GSE1
BSG
CANT1
SSBP3
ZNF609
KRT80
ANP32E
MAPKAP1
AURKAIP1
WAPL
NOCT
TRIM32
SSTR4
MAB21L2
TLE3
GLRA4
TEX45
SHF
PANK4
FKBP8
ID1
INA
SLC38A10
DPM1
PPL
NFKBIE
MICU2
TEF
TRMT11
BAZ1A
ASIC4A
RCJMB04_21H11
APEH
TCF3
UCKL1
STOML1
SLC16A3
DCTN1
YBX1
ELF2
TDH
FAF2
UBAP2L
RANBP2
AKAP17A
PLEKHA6
MACF1
TLNRD1
IRF2BPL
PGS1
BCL9L
MSI2
ANXA4
STAT5B
LRRN2
ACVR1
CYGB
IFT80
FURIN
ACOT1
SBNO2
DOT1L
NLRC5
RNF44
IDH2
WWC2
CDK12
NCOR2
CD163
OCLN
EPS8L2
TMEM121
MBNL1
WBP1L
CHST9
ATP2A3
ACAP2
ZFR
PLAT
ERCC4
CDC34
LRRC46
CFAP20
WDR81
GSS
SYNDIG1L
GPR37L1
ACSF3
MYT1
TPP1
SLC22A4
ERAL1
ANKRD40
CBX2
TSC22D3
GHDC
DNAAF5
SSPO
BOK
ABCD4
TRRAP
ARRDC2
SESN1
LRRC19
BCL11A
ESPN
CLDN19
CBFA2T3
HMG14
NR1H3
TNK2
NF2
RAMP2
GAPVD1
EHMT1
ARFGAP1
HYOU1
PLEKHO2
PSMD11
RAB5B
KCNIP3
CCDC173
ELP3
HMGCL
SHOX2
LEF1
LRP1
E4F1
SFRP5
AEN
F13E9.13
KCNG2
HSPB1
TOP2A
PEX16
CTNND1
DLX3
CCL2
GRHL2
HOXA11
SLC12A3
KANSL1
ZBTB48
SLC38A1
CCDC124
BIRC6
MFHAS1
BAK1
PRDM13
PROM1A
FAM81A
NFE2L1
SNTB2
MED1
PLXND1
PDLIM1
XPO7
BTC
ETV5
CABP2
SCD5
ZNF469
KRT19
MYCL
PTPRF
SLC16A1
STK35
USP32
FAAP100
EHD3
WNK4
TRIM8
PLXNC1
ELAPOR1
PAN2
TK1
RAD18
CIR1
ANK1
MID1IP1
ANGPTL4
NCKIPSD
HYAL2
CD48
DSN1
JUP
DNAJC11
CPNE9
PIP5K1C
PGB
TMEM183
MFSD13A
SH2B3
EAF2
TPST2
MPEG1
CIRBP
CACNA2D2
SPRED1
ADRB1
GRAMD2A
SLC47A1
SLC25A39
FOXRED2
PCDHA9
CASTOR1
GAL
WNK2
BCOR
ZNF704
USP19
ETV1
CNOT4
SYNGR2
CAVIN1
CR1
CTSZ
AARSD1
DLX1
SLC16A10
PGD
BARHL1
B3GNT4
BTBD11
