gene_id
BEST1
RAB3IL1
TPX2
BCL2L1
GATA2
HES1
NFIA
TNRC6B
KANSL1L
ACADL
NFIC
VEZF1
SRSF1
CDK6
JARID2
PPP1R1B
CDK12
STARD3
STX8
RORA
EIF4G1
PSMD2
L2HGDH
RASL10A
ARID1A
RNF19B
CAMTA1
NEUROD2
SMTN
DYL1
MIR1640
UNC119B
TAL1
STIL
MIR1669
LRIG2
CES1L1
JAM3
CSRP1
PPP1R12B
SYT2
PHLDA3
LYPLA2
GALE
TCEB3
HMGCL
PITHD1
FUCA1
ANKRD9
CEMIP
ANKRD52
KMT2D
SLC39A5
RAI1
SLC25A25
ORM1
FOXO3
ATP1B4
LAMP2
NES
CRABP2
SPEG
DES
ARHGAP26
SLC4A1
UBTF
SLC25A39
RUNDC3A
ZNF423
GMPPA
HEMK1
MAPKAPK3
CISH
KIAA1671
SGSM1
KMT2E
ZBTB7A
PIAS4
FSCN2
FAAP100
GPR119
SLC25A14
RBMX2
ENOX2
TOM1L2
TRIM47
TRIM65
NAT8
WBP2
UNC13D
VPS16
NAT8B
GSE1
ACACA
GINS2
BSG
CDC34
CANT1
C1QTNF1
RBFOX3
ENGASE
TIMP2
SSBP3
ZNF609
BCDIN3D
KRT80
ANP32E
MAPKAP1
AURKAIP1
MXRA8
WAPL
NOCT
ELF2
NTM
MAB21L2
AKNA
TRIM32
WHRN
SSTR4
ADGRB3
TLE3
TRNAK-CUU-2
PRPS1L1
GLRA4
ARHGEF18
PEX11G
C19orf45
ANKRD11
MBNL2
MECOM
PANK4
PRDM16
HES5
UBA52
FKBP8
CRLF1
TMEM59L
C19orf60
ID1
AMMECR1
FECH
NARS
INA
PCGF6
SLC38A10
BAHCC1
ADNP
H1F0
TRIOBP
GALR3
GCAT
PPL
NT5C2
NFKBIE
ASTN2
MICU2
TEF
TRMT11
BAZ1A
ASIC4
CHPF
MST1
BSN
APEH
TCF3
PBX1
UCKL1
SAMD10
ARHGAP39L
TRNAE-UUC-6
RBM23
NEO1
ADPGK
STOML1
PML
PMLL
ISLR2
BAIAP2L2
PICK1
SLC16A8
INPP5A
YBX1
PPIH
MGARP
TDH
WWOX
RNF44
FAF2
CDHR2
UBAP2L
AQP10
HAX1
AKAP17A
PLEKHA6
MIR6618
MACF1
MESDC1
SLC6A6
C5H14orf4
SOCS3
PGS1
BCL9L
STAT5A
SLC20A1
CKAP2L
ANXA4
NT5DC4
LRRN2
MDM4
PPIA
NUDCD3
ATVR1
CYGB
RHBDF2
IFT80
C9H3orf80
RREB1
FAM192A
RSPRY1
FAM212B
DDX20
ZNF521
FURIN
MFAP1
SBNO2
ACOT6
DNAL1
DOT1L
AP3D1
NLRC5
LRBA
IDH2
AP3S2
ZNF710
WWC2
SRRM4
RUNX2
MED1
TBX20
NCOR2
STAT3
SLCO3A1
PITPNM1
AIP
NLRP3
CEND1
OCLN
SLC5A5
USHBP1
CCDC124
BABAM1
ANKLE1
EPS8L2
TALDO1
PACSL
RRP36
MRPS6
MBNL1
WBP1L
RTF1
ITPKA
ATP2A3
ACAP2
ZFR2
NUMB
PLAT
AP3M2
ERCC4
TPGS1
MADCAM1
SP2
LRRC46
SCRN2
MRPL10
MIR16-1
MIR15A
CSNK2A2
CFAP20
WDR81
MIR22
TLCD2
SMG6
GSS
BCAS3
ACSS2
SYNDIG1L
VRTN
GPR37L1
ACSF3
MYT1
DCHS1
TPP1
SLC22A4
PDLIM4
FLOT2
FAM222B
ERAL1
MIR451B
MIR144
STAM2
ANKRD40
ABCC3
LUC7L3
CBX2
ENPP7
CBX8
TSC22D4
GHDC
HCRT
PIBPPDD4L
KCNH4
SUN1
DNAAF5
SSPO
BOK
ABCD4
TRRAP
DCTN6
RBPMS
ARRDC2
SESN1
TIE1
TMEM125
C1orf210
BCL11A
CREBBP
ESPN
ACOT7
C15orf39
PPCDC
LOXL1
MUC1
ART1
ART1L3
GPC1
CLDN15
DUSP28
LIMS2
GPR17
BCOR
CBFA2T3
HMGN1
NR1H3
ACP2
TNK2
NF2
RAMP2
EZH1
CCR10
CNTNAP1
ZBTB26
ZBTB6
GAPVD1
C1D
EHMT1
ARFGAP1
NKAIN4
HYOU1
SLC37A4
FOS
PCSK6
PLEKHO2
ANKDD1A
EML1
GADD45A
PSMD11
CDK5R1
MYO1D
GPATCH8
RAB5B
PMEL
CDK2
PYM1
SUOX
IKZF4
EXD3
KCNIP3
GMCL1
ZNF703
CCDC173L
KLHL23
PHOSPHO2
CCDC173
RPL23
UBQLN4
GPATCH4
TRNAC-GCA-10
APOA1BP
TRNAC-GCA-9
TRNAC-GCA-7
TRNAC-GCA-2
TRNAC-GCA-3
TRNAC-GCA-5
CWC25
ARHGAP33L4
ELP3
CNR2
C3orf33
P2RY1
PKP2
TCF7
LRP1
E4F1
BRICD5
PGP
MLST8
ZDHHC4
ONECUT1
P4HTM
HMG20A
MIR7-2
AEN
MIR3529
CCNE1
KCNG2
HSPB1
PEX12
TOP2A
GJD3
PSMD3
PEX16
LARGE2
MAPK8IP1
C11orf94
CTNND1
DLX3
ITGA3
DLX4
CX3CL1
ARL2BP
TRNAL-CAG-8
TRNAL-CAG-7
PLLP
GRHL2
HOXA10
HOXA9
DIP2C
GRIP1
HOXA10-AS
HOXA11
SLC12A3
MIR138-2
TMEM170A
NUP93
KANSL1
MIR7473
ZBTB48
TAS1R1
KLHL21
NOL9
PLEKHG5
SLC38A1
BIRC6
RTKN2
MFHAS1
TNKS
CLC2DL4
BAK1
TSPO2
PRDM13
GAREM1
MEP1B
ZCCHC7
TOX2
POU4F2
RBM47
LDB1
PROM1L
MYO1E
FAM81A
NFE2L1
FRMD1
CBX1
SKAP1
SNTB2
GCOG8
VPS4A
HAS3
NIP7
UTP4
CHTF8
PLXND1
PDLIM1
XPO7
GCK
GNLY
ABHD17A
BTC
GSR
PPP2CB
PARM1
ETV5
DGKG
HMGB1
CABP2
PCYT1A
SLC51A
TFRC
WDR62
SCD5
SEC31A
ZNF469
KRT24
KRT13
HYPK
SERINC4
MIR223
MYCL
TRIT1
PTPRF
KDM4A
SLC16A1
STK35
PDYN
USP6
EHD3
WNK4
VPS25
CAPN14
TRIM8
PLXNC1
CEP83
ELAPOR1
C1orf106
SARS1
IL23A
PAN2
APOF
TIMELESS
MIP
TK1
AFMID
SYNGR2
TMC6
RAD18
SRGAP3
OTUD7B
CIR1
ANK1
NKX6-3
MID1IP1
SAMD12
CGNL1
COL13A1
ANGPTL4
RAB11B
NCKIPSD
IP6K2
HYAL2
TUSC2
ZMYND10
HYAL1
RASSF1
CD244
CD48
SLAMF1
BLACAT1
MIR135A-3
TRNAW-CCA-6
KLHDC8A
BRD4
JUP
DSN1
MVB12A
HAP1
P3H4
AFF2
MTMR14
CPNE9
BRPF1
PIP5K1C
TJP3
GASTL
FRS3
PGC
TFEB
TMEM183A
PPFIA4
MFSD13A
SH2B3
FAM109A
IQCB1
EAF2
FBXO41
TPST2
CTBP2
CRYBB1
MIR6606
TFIP11
CRYBA4
DTX4
MPEG1
RBM3
C19orf24
CACNA2D2
SPRED1
ADRB1
FBRSL1
GRAMD2
SENP8
PKLR
SLC47A2
SLC47A1
ALDH3A2
MAPT
CATSPER4
FOXRED2
EIF3D
PCDHA3
GATSL3
TBC1D10A
PLXNA2
GAL
TESMIN
WNK2
SLC2A4RG
MIR1388A
MIR1388B
USP19
SLC6A8
QARS
ETV1
CNOT4
PTRF
ATP6V0A1
C4BPG
CD55
CR2
CTSZ
TUBB1
NELFCD
ATP5E
MIR6597
AARSD1
PTGES3L
G6PC
RUNDC1
RPL27
IFI35
TNRC6A
IL12RB1
SLC25A12
DLX2
SLC16A10
PGD
KIF1B
BARHL1
DDX31
B3GNT4
LRRC43
BTBD11
CNOT2
MIR1764
DIABLO
CLDN19
DDA1
CILP2
ANO8
PLVAP
VPS13D
JMJD1C
KANSL2
MYO1A
ACVR1B
TMEM39B
KHDRBS1
RBM27
LAMA5
R3HDM2
EIF4B
SNX1
PATL2
PPIB
SNX22
CFDP1
EPN3
RSAD1
SPATA20
SIL1
SLC2A14
MAFG
SIRT7
LDLRAD3
