"","Sample","lib","aligned_reads","ambig_reads","discarded_reads","meth_chg","meth_chh","meth_cpg","no_alignments","percent_aligned","percent_chg_meth","percent_chh_meth","percent_cpg_meth","strand_ctob","strand_ctot","strand_directional","strand_ob","strand_ot","total_c","total_reads","unmeth_chg","unmeth_chh","unmeth_cpg","Filename","File type","Encoding","Total Sequences","Sequences flagged as poor quality","Sequence length","%GC","total_deduplicated_percentage","avg_sequence_length","median_sequence_length","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","sample_id"
"58","268","lib3",2810511,209989,1426,3239242,967828,10343024,2953700,47.0441398011449,6.6,1.1,26.5,0,0,"directional",1413967,1395118,176578642,5974200,45494007,87850824,28683717,"268_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5974200,0,"20-141",34,28.4855949148004,112.555401727428,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","fail","pass","lib3_268"
"59","324","lib3",2158532,161057,949,2509723,750547,7038915,2087435,48.9793565907515,7,1.2,23.6,0,0,"directional",1083548,1074035,130274211,4407024,33572965,63578781,22823280,"324_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4407024,0,"20-141",34,32.5329575051531,107.155230831509,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","fail","pass","lib3_324"
"60","325","lib3",4105333,297467,1796,4744776,1382174,13901367,4068470,48.4618363008144,6.8,1.1,24.2,0,0,"directional",2059610,2043927,254032299,8471270,65482780,124930437,43590765,"325_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8471270,0,"20-141",34,27.0977396170896,110.661090485842,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib3_325"
"61","336","lib3",2055820,175202,905,2368835,724541,7876725,2075261,47.7400115134096,6.8,1.1,29.5,0,0,"directional",1033394,1021521,125491320,4306283,32434645,63294467,18792107,"336_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4306283,0,"20-141",34,32.0895360377504,110.25118599962,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","fail","pass","lib3_336"
"62","337","lib3",2176895,200040,1122,2496236,663029,9949995,2650671,43.2988384531326,7,1.1,32.8,0,0,"directional",1091466,1084307,128948744,5027606,33396625,62024969,20417890,"337_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5027606,0,"20-141",36,33.7612261970492,103.891440379377,117,"pass","pass","warn","pass","fail","fail","pass","warn","fail","fail","pass","lib3_337"
"63","338","lib3",4262076,363322,2018,4899382,1268653,16685163,4229367,48.1331350973177,6.9,1.1,27.5,0,0,"directional",2132586,2127472,251304742,8854765,66426646,118089546,43935352,"338_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8854765,0,"20-141",36,27.6415632308164,104.20141517025,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib3_338"
"64","339","lib3",2003729,195663,1008,2324400,596840,8459519,2196613,45.5806806407181,7.1,1.1,29.9,0,0,"directional",1000910,1001811,115323301,4396005,30448019,53653757,19840766,"339_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4396005,0,"20-141",37,37.6593614434321,101.701129320827,117,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib3_339"
"65","340","lib3",2329487,173044,1015,2699634,684055,9882452,2258699,48.9261598368489,7,1.1,29,0,0,"directional",1165014,1163458,136919015,4761230,36083190,63317345,24252339,"340_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4761230,0,"20-141",37,33.738844149669,102.635372582295,122,"pass","pass","fail","pass","fail","warn","pass","warn","fail","warn","pass","lib3_340"
"66","341","lib3",1764491,151734,710,2033316,506692,6938705,1665587,49.2625241079096,7.2,1.1,28.7,0,0,"directional",882370,881411,100530156,3581812,26399882,47438448,17213113,"341_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3581812,0,"20-141",36,36.6306865432755,101.702850680047,122,"pass","pass","fail","pass","fail","warn","pass","warn","fail","fail","pass","lib3_341"
"67","153","lib4",1024803,90763,353,1185017,364141,3971207,861154,51.8436096159294,7,1.1,32.5,0,0,"directional",514898,509552,61111719,1976720,15838566,31504301,8248487,"153_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1976720,0,"20-141",34,37.4475102940738,108.605708952204,137,"pass","pass","fail","pass","fail","warn","pass","warn","fail","fail","pass","lib4_153"
"68","154","lib4",4632693,392607,2017,5284450,1381685,16316252,4100345,50.765649989672,7.1,1,27.8,0,0,"directional",2320018,2310658,266052921,9125645,68963847,131763537,42343150,"154_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9125645,0,"20-141",35,26.6154214708779,101.66138196259,127,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib4_154"
"69","183","lib4",4097456,331033,2182,4739321,1351924,14967759,4300415,46.941242566077,7,1.1,25.1,0,0,"directional",2056407,2038867,245708117,8728904,63126011,116800553,44722549,"183_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8728904,0,"20-141",36,25.8182712597434,103.406597666786,127,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib4_183"
"70","203","lib4",4416737,357012,2253,5043430,1293544,13972256,4296754,48.6934076313078,7.7,1.2,23.9,0,0,"directional",2215076,2199408,234196789,9070503,60037163,109460297,44390099,"203_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9070503,0,"20-141",36,30.8495418965794,91.1959392990664,92,"pass","pass","warn","pass","fail","pass","pass","warn","fail","warn","pass","lib4_203"
"71","204","lib4",2187855,199191,896,2528918,697309,7655230,2000249,49.8679710391027,7.7,1.2,26.9,0,0,"directional",1096382,1090577,118340817,4387295,30283163,56414603,20761594,"204_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4387295,0,"20-141",35,35.9963665232507,94.1907339260296,102,"pass","pass","warn","pass","fail","pass","pass","warn","fail","warn","pass","lib4_204"
"72","205","lib4",2266970,230769,970,2538781,689726,8180459,2045963,49.8925765818269,7.4,1.1,29.1,0,0,"directional",1136350,1129650,124270042,4543702,31909378,61045766,19905932,"205_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4543702,0,"20-141",35,33.8846477977622,97.6199127935767,117,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib4_205"
"73","210","lib4",836683,86825,315,959671,255585,3070834,748426,50.0428246569542,8.1,1.2,31,0,0,"directional",420362,416006,42924504,1671934,10924736,20870112,6843566,"210_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1671934,0,"20-141",35,46.7818518383202,93.8390797722877,107,"pass","pass","pass","pass","fail","fail","pass","warn","fail","fail","pass","lib4_210"
"74","211","lib4",3611739,320789,1539,4185073,1160234,13020051,3522724,48.4455656227315,7.7,1.2,26.9,0,0,"directional",1809057,1801143,197525393,7455252,50389914,93448434,35321687,"211_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7455252,0,"20-141",35,29.2863477236957,98.4146126784178,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib4_211"
"75","212","lib4",1549188,165423,644,1783675,462567,5315629,1388950,49.9164669229959,8.7,1.3,28.5,0,0,"directional",777172,771372,74300497,3103561,18797390,34610431,13330805,"212_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3103561,0,"20-141",36,44.3855555733365,85.2291490323535,77,"pass","pass","fail","pass","fail","pass","pass","warn","fail","fail","pass","lib4_212"
"76","219","lib4",743182,74606,274,861356,254031,2783133,635083,51.1526487898788,7.5,1.2,31.3,0,0,"directional",372246,370662,41317215,1452871,10630223,20687923,6100549,"219_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1452871,0,"20-141",34,46.120515391519,100.406732600486,122,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib4_219"
"77","220","lib4",446379,42565,156,515480,152441,1794300,391325,50.7093854265003,7.2,1.2,33.2,0,0,"directional",225434,220789,25796709,880269,6629987,13091102,3613399,"220_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",880269,0,"20-141",34,48.7168545099689,104.958877343176,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","fail","pass","lib4_220"
"78","234","lib4",1270746,103544,423,1478498,419785,4425812,1055178,52.3055253248859,7.9,1.3,27.9,0,0,"directional",637339,632984,67404160,2429468,17173653,32469930,11436482,"234_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2429468,0,"20-141",35,44.4632184770865,93.3092784099235,97,"pass","pass","warn","pass","fail","pass","pass","warn","fail","warn","pass","lib4_234"
"79","235","lib4",6504927,456607,2750,7553710,2147803,24920182,5838022,50.8215050584567,7,1.1,27.9,0,0,"directional",3254920,3247257,390395257,12799556,100027607,191219107,64526848,"235_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12799556,0,"20-141",35,24.3071653427234,105.83100570051,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib4_235"
"80","271","lib4",3759917,283683,1555,4390737,1310944,14363003,3181239,52.0415333822664,7.1,1.2,28.6,0,0,"directional",1883905,1874457,224492357,7224839,57365228,111262387,35800058,"271_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7224839,0,"20-141",34,27.533368877035,106.694097681623,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib4_271"
"81","272","lib4",2773238,237171,1191,3236554,1122849,10514896,2580553,49.602161488488,7.1,1.3,28.7,0,0,"directional",1399944,1372103,165612904,5590962,42297850,82296391,26144364,"272_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5590962,0,"20-141",34,30.0291778778001,106.225386972761,137,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib4_272"
"82","290","lib4",4032525,400795,2166,4765285,1562956,12635446,4430730,45.4930308380481,8,1.5,23.7,0,0,"directional",2024446,2005913,216925267,8864050,54771790,102571457,40618333,"290_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8864050,0,"20-141",35,31.1214760491453,92.3380587880258,97,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib4_290"
"83","291","lib4",6759927,619961,3413,7714156,2025943,23153378,6757793,47.8149634299996,7.5,1.2,25.3,0,0,"directional",3392098,3364416,367896425,14137681,94600611,171898681,68503656,"291_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14137681,0,"20-141",36,27.424323326881,92.7937296081302,97,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib4_291"
"84","292","lib4",4047999,303171,1987,4797341,1615069,13468193,4052666,48.1684673522901,7.1,1.3,22.9,0,0,"directional",2036429,2009583,246189926,8403836,62475993,118421123,45412207,"292_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8403836,0,"20-141",35,26.5629691029152,105.851844324425,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib4_292"
"85","293","lib4",6489518,423989,3330,7614525,2319931,25322406,6143575,49.7011353685303,6.6,1.1,27.1,0,0,"directional",3244768,3241420,418851277,13057082,107621800,207779960,68192655,"293_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13057082,0,"20-141",34,22.2189536060073,113.834021184825,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib4_293"
"86","296","lib4",3320523,376001,1750,3953555,1271916,11886608,3895040,43.7396431091143,8.6,1.7,27.1,0,0,"directional",1661646,1657127,166336927,7591564,42183601,75004745,32036502,"296_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7591564,0,"20-141",37,34.3457191682935,87.1973893653534,82,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib4_296"
"87","297","lib4",1947977,196743,984,2258470,593181,7517363,2110996,45.773190692236,7.9,1.3,28,0,0,"directional",975500,971493,101761575,4255716,26150447,45954737,19287377,"297_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4255716,0,"20-141",37,39.2015984108386,90.9659399264425,97,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib4_297"
"88","298","lib4",1012609,101112,415,1153624,273111,3404370,1037914,47.0623037829372,8.5,1.2,25.6,0,0,"directional",506870,505324,49152481,2151635,12417834,21994450,9909092,"298_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2151635,0,"20-141",37,48.7815535992722,83.8979427272748,72,"pass","pass","fail","pass","fail","pass","pass","warn","fail","fail","pass","lib4_298"
"89","12","lib5",2504662,191243,1438,2953507,1041988,10054803,2704459,46.3795033075548,6.7,1.3,27.8,0,0,"directional",1263117,1240107,162182105,5400364,41092171,80908124,26131512,"12_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5400364,0,"20-141",34,29.4835993718101,112.253189414639,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib5_12"
"90","155","lib5",2345345,171988,979,2709272,787268,8761043,2194299,49.7777627794361,6.8,1.1,27,0,0,"directional",1176952,1167414,145941850,4711632,37166219,72784657,23733391,"155_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4711632,0,"20-141",33,32.6206728708143,108.806573391131,137,"pass","pass","warn","pass","fail","pass","pass","warn","fail","warn","pass","lib5_155"
"91","156","lib5",1577664,111957,915,1845581,546166,6521411,1687280,46.7192849301771,6.9,1.2,27.2,0,0,"directional",790435,786314,97869735,3376901,24882358,46660881,17413338,"156_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3376901,0,"20-141",35,37.1106382935428,104.834503587757,132,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_156"
"92","157","lib5",262122,21645,95,308052,106029,1054128,235511,50.4781639122012,7.2,1.3,32.4,0,0,"directional",132620,129407,15676333,519278,3953992,8050397,2203735,"157_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",519278,0,"20-141",33,54.5577320145623,107.456079402555,137,"pass","pass","warn","pass","fail","fail","pass","warn","warn","fail","pass","lib5_157"
"93","158","lib5",1010329,85633,438,1187671,394297,3859436,947145,49.4506161449205,7.3,1.3,29.5,0,0,"directional",508353,501538,59549919,2043107,14979469,29909723,9219323,"158_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2043107,0,"20-141",33,43.1888596620327,104.879128699574,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib5_158"
"94","159","lib5",2287628,179188,1008,2670613,791964,8995100,2153818,49.5089634885602,7.2,1.2,29.1,0,0,"directional",1148642,1137978,135242599,4620634,34339461,66507701,21937760,"159_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4620634,0,"20-141",34,34.8907474203579,102.94388865251,127,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_159"
"95","160","lib5",2320078,179781,1250,2696634,861433,8672607,2318237,48.1534199401589,6.8,1.2,26.3,0,0,"directional",1168073,1150755,144778456,4818096,36752340,71531158,24264284,"160_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4818096,0,"20-141",34,31.6987142802313,108.529293314205,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_160"
"96","17","lib5",4511340,256540,2054,5245224,1575992,17051230,4524931,48.5465592703865,6.5,1.1,25.1,0,0,"directional",2266185,2243101,294215215,9292811,75193309,144380693,50768767,"17_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9292811,0,"20-141",34,26.1696104333429,111.490610967984,137,"pass","pass","warn","pass","fail","pass","pass","warn","fail","warn","pass","lib5_17"
"97","19","lib5",5300654,343159,2511,6118619,1768754,20492947,5406888,47.9666765031467,6.6,1.1,25.7,0,0,"directional",2662826,2635317,336370578,11050701,86119117,162612926,59258215,"19_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",11050701,0,"20-141",35,25.69947592229,107.368539697165,137,"pass","pass","warn","pass","fail","pass","pass","warn","fail","warn","pass","lib5_19"
"98","20","lib5",3682994,278827,2129,4338390,1467020,15789103,4029604,46.0868243148124,6.7,1.2,29,0,0,"directional",1854958,1825907,237533962,7991425,60726317,116552523,38660609,"20_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7991425,0,"20-141",35,27.7079856097288,109.8009078481,137,"pass","pass","warn","pass","fail","warn","pass","warn","fail","warn","pass","lib5_20"
"99","389","lib5",3712121,277450,1668,4297854,1317925,13344275,3697946,48.2876460630916,7,1.2,25.7,0,0,"directional",1869965,1840488,225290646,7687517,57132341,110714675,38483576,"389_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7687517,0,"20-141",34,29.3383000800892,105.035149320645,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_389"
"100","390","lib5",4752340,340121,2241,5517948,1741344,18026951,4600775,49.0273836312249,6.8,1.2,27.5,0,0,"directional",2390410,2359689,298193993,9693236,75968542,149385457,47553751,"390_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9693236,0,"20-141",33,26.3840251511935,109.647979683978,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_390"
"101","391","lib5",4770230,356018,2411,5549920,1813076,19253767,4886813,47.6400772950449,6.7,1.2,28.7,0,0,"directional",2406008,2361811,301141508,10013061,76762468,150013268,47749009,"391_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10013061,0,"20-141",34,26.6190217453989,109.99719007005,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib5_391"
"102","392","lib5",3724361,281154,1517,4332339,1286805,14567406,3199551,51.6908658435606,6.9,1.1,30,0,0,"directional",1864754,1858090,228259054,7205066,58229879,115857550,33985075,"392_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7205066,0,"20-141",33,29.0965675457896,108.35450834177,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_392"
"103","393","lib5",6101678,435345,2636,7011273,2061948,23931624,5795302,49.4771099529083,6.7,1,28.8,0,0,"directional",3055568,3043474,384708948,12332325,97990707,194548867,59164529,"393_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12332325,0,"20-141",33,24.2518450228429,111.026459730829,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_393"
"104","79","lib5",3268400,240124,1377,3784162,1093311,13307048,2932460,50.7437993946267,6.8,1.1,30.9,0,0,"directional",1634843,1632180,201897160,6440984,51745143,102190435,29777061,"79_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6440984,0,"20-141",33,30.8667101348565,109.027093065283,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_79"
"105","80","lib5",1507676,97935,502,1741817,491614,5950262,1188008,53.9685619263042,6.7,1,29.1,0,0,"directional",756265,750909,94748194,2793619,24236411,47836798,14491292,"80_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2793619,0,"20-141",33,36.6709184049362,110.676234303962,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_80"
"106","81","lib5",2612003,167950,1031,3025466,858802,10537388,2115770,53.3527530050209,6.7,1,29.4,0,0,"directional",1306427,1304545,164837435,4895723,42181507,82970268,25264004,"81_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4895723,0,"20-141",33,31.6161303380895,111.917244092446,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib5_81"
"107","82","lib5",4501046,276714,1947,5209359,1481838,17585248,4567908,48.161843540772,6.9,1.1,26.9,0,0,"directional",2257523,2241576,278828330,9345668,70538677,136307263,47705945,"82_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9345668,0,"20-141",34,27.3332893440984,107.339847938104,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib5_82"
"108","83","lib5",598232,43961,228,696278,221349,2418768,584947,48.7501018628681,7.2,1.2,30.1,0,0,"directional",301060,296944,35841359,1227140,9040831,17838387,5625746,"83_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1227140,0,"20-141",34,49.9642982780223,105.469682350832,132,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib5_83"
"109","93","lib5",613747,46089,209,711039,225271,2375891,565964,50.0690977320933,6.8,1.1,29.6,0,0,"directional",308857,304681,38095440,1225800,9672787,19448307,5662145,"93_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1225800,0,"20-141",33,46.6497609260754,110.405010605319,137,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib5_93"
