gene_id
FAM63A
CDC42SE1
SETDB1
PRUNE1
CERS2
TOP2A
GJD3
PSMD3
NME6
RABL2A
ACR
ZNF512B
SAMD10
AKNA
TRIM32
WHRN
TIPARP
ASIC2
USP19
SLC6A8
QARS
LONRF3
COMMD5
BAIAP2L2
PICK1
SLC16A8
MED12L
GPR87
P2RY12
P2RY13
NFIC
JUP
HAP1
P3H4
ACADL
CPS1
GPR37L1
GAB3
THEMIS2
PPP1R8
RPA2
SMPDL3B
EN1
GHDC
KCNH4
HCRT
PIBPPDD4L
RAB5C
GSK3A
DTX4
MPEG1
TTYH1
RPL38
DNAI2
SEMA4G
MRPL43
SLF2
