gene_id
PPP1R1B
CDK12
STARD3
EIF4ENIF1
SFI1
ACBD5
APOD
PPP1R2
FAM126A
EXOSC7
HMGB2
ZDHHC3
GALNT7
RPLP0
CA2
PXN
GCN1
PNISR
USP45
CFTR
BTF3L4
KTI12
TXNDC12
ZFYVE9
RNF168
SMCO1
WDR53
FBXO45
INPP5B
SF3A3
LGALSL2
ZFYVE26
FGGY
HSPA14
PLEK2
PRMT5
EGLN3
ERRFI1
SLC45A1
MCM3
PAQR8
GINS3
SKAP2
NECAB3
ENSA
GOLPH3L
E2F1
HORMAD1
MCL1
ELOVL6
SELENOH
ELOVL7
BTBD18
TMX2
ZDHHC5
MED19
SPRTN
EXOC8
TRNAE-UUC-2
RRAGA
