gene_id
WNK4
BECN1
COA3
CNTD1
CYR61
TYW3
CRYZ
EHD3
CAPN14
MAF
PCYT2
INPP5B
FOXC2
SF3A3
MYO18A
CRYBA1
IL17RC
HMCES
IL17RE
JAGN1
TTLL8
RPUSD3
IFI27L2
KIAA0319L
ZMYM4
GBA2
RGP1
HIVEP2
MSMP
FOXD3
CYP2J21
VCPIP1
GSE1
ZNRF3
DTX3L
CSF3
SLC35A4
GIMAP7L2
GIMAP7L5
FAIM
MED24
PSMD3
CD14
TMEM173
PARP9
GJD3
FAM177A1
SRP54
GFOD2
TACC1
CIAPIN1
ENKD1
HES1
CNOT7
VPS37A
TTC39A
EPS15
FH
SDHA
CNOT4
FGGY
RNF128
S1PR1
SPTSSBL
PPM1L
TRNAV-AAC-6
CREM
SI
CXorf57
EIF5A2
MBNL1
XPA
MIR2131
NCBP1
CA2
NCOR2
OSBPL9
EXD1
CHP1
CRLF3
RHOT1
ADAP2
POU3F2
GADD45A
MIXL1
LIN9
HAUS3
POLN
SHC4
KDM8
SECISBP2L
MXD4
NSMCE1
AGBL5
TMEM214
TRNAA-AGC-15
MAP2K5
PIAS1
METTL5
SSB
GATA3
KCNAB2
SOCS3
CHD5
PGS1
SYNDIG1L
PICALM
CHD9
PTPRN
IRF6
ATP5PB
HOXD13
CRB1
DNAJB2
DNPEP
TSHB
EVX2
HOXD12
DES
SNX10
NOL6
STOX2
DIEXF
RPRD1B
MRPS10
RTN4IP1
QRSL1
SIDT1
YRDC
MANEAL
MTF1
ST7L
CAPZA1
SH2D2A
HS3ST2
PRCC
INSRR
RRAGA
TRNAE-UUC-2
PLRG1
FGB
NKX2-1
TAF12
RAB42
GMEB1
FNDC5
YARS
SH3BGRL2
CRYBB2
CRYBB3
KIAA1671
GRK3
LCA5
CDC42SE1
CERS2
FAM63A
GABPB2
MLLT11
PRUNE1
SUPT4H1
MIR142
MTMR4
NOB1
WWP2
NFAT5
NQO1
FYTTD1
YBX3
COX20
RYBP
FRAS1
NBEA
ESPN
PLEKHG5
TNFRSF25
SDCBP
MAX
CHURC1
FNTB
UNC93B1
ALDH3B1
GPX2
RAB15
SLC10A4
CPNE7
RPL13
SPG7
CERS4
CYCS
HLF
C7orf31
MMD
CRH
TRIM55
PITPNB
TTC28
NRXN1
NAE1
ELAC2
CA7
DNAH9
PIM1
C1orf146
BTBD8
GLMN
UTRN
WRAP73
TP73
SPON1
FOXO3
ZSWIM8
ARHGAP5
TIMELESS
APOF
IL23A
MIP
PAN2
RBMS2
CTTNBP2NL
MGST2
SETD7
TFIP11
SRRD
TPST2
HPS4
NPEPPS
KPNB1
SYNCRIP
PTK7
KLC2
KIAA0825
SLC16A3
SLF1
CCDC57
RLIM
ZIC5
TBC1D22B
POGZ
PSMB4
CGN
TMCC2
FAM65A
INPP5A
GUSB
ASL
CRCP
TPST1
COX18
ANKRD17
BMP2
FERMT1
DOCK4
WDSUB1
ABCF2
BAZ2B
CHPF2
RAD54L2
B3GNT5
MCF2L2
KCTD8
MCCC2
BDP1
SDR42E2
SNCB
EIF4E1B
CHMP4C
HS6ST2
ZFAND1
IDH3B
NOP56
VPS16
TTC31
KIF1BP
VPS26A
OMG
EVI2B
NF1
EVI2A
C9orf84
MAFK
GAA2
NUMA1
LRTOMT
ANAPC15
IFNLR1
NIPAL3
RUBCNL
RC3H1
PPP1R3G
LYRM4
ARRDC2
IL12RB1
MAST3
SMIM7
CTBP2
STARD8
TRNAD-GUC-5
TRNAH-GUG
TRNAD-GUC-6
TRNAI-AAU-2
SPRED2
PLA2G10
NKX1-2
TIPARP
ZC3H7A
CPOX
TRNAD-GUC-4
TRNAI-AAU
TRNAI-AAU-3
TRNAL-CAG
TTF2
LHPP
OAT
TRNAS-AGA-5
TRNAT-AGU
PLAC8L1
PLACL2
COQ2
HNRNPD
NUFIP2
ERCC4
NPAS4
KLHDC3
RRP36
CELF1
PTPMT1
KBTBD4
NDUFS3
WDR18
UFD1L
MRPL40
ASS1
FUBP3
TRIM27.2
TRIM27.1
TRIM39.1
TRNAE-UUC-5
TRIM39.2
TRNAE-CUC-6
TRNAE-UUC-4
TRNAL-CAA-3
TRNAV-CAC-3
TRNAV-CAC-4
FOXM1
RHNO1
ISLR2
PML
ISLR
NR5A2
ERI3
AVDL
CABP7
EMID1
NEFH
DNAJC5G
GTF3C2
SLC30A3
C4H4ORF32
EIF2AK4
MACF1
C1orf131
GNPAT
IMP4
DNAAF5
PRKAR1B
EXOC1
SLC47A2
SH3BGRL3
ALDH3A2
SLC47A1
CEP85
UBXN11
HOXD3
HOXD4
MIR10B
ENOPH1
TMEM150C
C14H16orf91
UNKL
GNPTG
TSR3
PIGZ
NCBP2AS2
ZIC1
STARD3
PPP1R1B
VEZF1
SPATA20
EPN3
RSAD1
ALC
COL5A2
HOXA10
HOXA9
HOXA10-AS
HOXA11
MIR1732
ADAMTS7
DHODH
LOX
GSK3A
MAATS1
BTRC
POLL
SLC2A9L
POLE
NUP43
PRCP
DDIAS
FGF20
FBXO11
C2H6orf52
RNF130
PARD6G
FLT4
GLIPR2
DOCK9
