similar
BEST1
TPX2-B
GATA2
HES1-B
NFIC
SRSF1
PPP1R1B
CAMTA1
STARD3
SMTN
NFIA
JAM3
CSRP1
ANKRD9
ANKRD52
SLC25A25
LAMP2
CRABP2
SPEG
ARHGAP26
UBTF
RACGAP1
ZNF423
TAL1
CISH
KIAA1671
ZBTB7A
NPLOC4
GPR119
TOM1L2
VPS16
CANT1
MAPKAP1
TRIM32
MAB21L2
GLRA4
PANK4
FKBP8
PPL
INA
MICU2
TEF
BAZ1A
RCJMB04_21H11
APEH
UCKL1
SLC16A3
DCTN1
ELF2
GSE1
FAF2
SSTR4
TCF3
PLEKHA6
ACVR1
FURIN
DOT1L
NLRC5
IDH2
SLC38A10
CDK12
CD163
MACF1
CFAP20
GSS
SYNDIG1L
GPR37L1
MYT1
TSC22D3
SSPO
NFKBIE
ABCD4
ARRDC2
LRRC19
BCL11A
CLDN19
TNK2
ARFGAP1
IRF2BPL
PSMD11
CCDC173
HMGCL
LRP1
SFRP5
RASD2
PEX16
GRHL2
HOXA11
MFHAS1
PRDM13
HMG14
PROM1A
NFE2L1
SNTB2
CTNND1
XPO7
PTPRF
FAAP100
WNK4
PLXNC1
ELAPOR1
CIR1
ANK1
ANGPTL4
NCKIPSD
JUP
DNAJC11
CPNE9
ZNF469
MFSD13A
ADRB1
FOXRED2
GAL
USP19
CNOT4
SYNGR2
CR1
BTBD11
ELP3
EPN3
EPPK1
SETD5
CBFA2T3
SRPK1
ZBTB39
LHX1
ZNF704
PANK1
DMRTA2
DDX52
RASSF8
MRPL38
KANSL2
VEPH1
TNRC18
COLEC12
HMG20B
TBR1
SRF
ANKRD40
PCDH12
ACY1
PPIP5K1
CRYBG2
LFNG
GLI1
SCARF2
CCDC33
VWA5B2
PRDM15
TMEM250
GPR87
RANBP3
ESPN
GAPVD1
TCF12
PPHLN1
HYAL3
DUSP22A
PGS1
GRAMD2B
TPP1
HYI
CTBP2
TNKS1BP1
COL18A1
MMS19
ATP1B4
CPSF7
MFAP1
IHH
CCDC81
MBNL1
PDGFRB
RIOX1
THUMPD3
OCRL
CAMK1
NCOR2
CKMT1
DUOX2
MAPK1IP1L
GPSM1
PLXND1
SYT12
PTPN9
LAMB2
PDIA3
TOPORS
ASCC1
ZDHHC9
QRICH2
RHOF
IFI30
GLMP-B
DNAI2
FAM76A
HAS3
GSDME
HRH3
WDR37
NEFH
FAM110D
PKDCC
ZNF512B
SIX3
P2RY1
HBEGF
MRPL43
RNF41
MEF2B
MPP2
RASL11A
GXYLT1
TET3
MANBAL
ADIPOR2
ANKRD11
AOC2
ERV3-1
PLVAP
AMZ1
SEMA4B
MON1A
RSF1
DNALI1
CDC42SE1
PAM16-A
NKTR
SMPD1
TTYH2
CCDC124
TNS4
K-CAM
CILP2
HOXB2
FNIP1
FBXW8
ABHD11
KIF21B
SH2B3
ITGA7
FRMD6
WDR24
RUNX1
SOX2
DLX1
SCMH1
NXPH1
GALR2B
CACNA1B
TRIM47
USHBP1
SIM1
DNMT3B
APC2
DOCK9
MYO18A
SLC26A8
DNAJB5
INSYN2B
RANBP2
ADAMTSL2
SLC25A39
EWSR1
MYCL
ATXN1L
SRL
PCBP3
AK4
GRIN2C
PIK3R2
CAPN15
STK36
LMAN2L
TAP2
IL12B
SLC25A28
APOA1
BTBD6
AGO1
GMCL1
SERINC3
NUDT16L1
TSPAN7
KCNN3
ADGRA2
GLYATL3
ID1
IRX1-A
CYB5B
PGAP6
TRIOBP
SOCS3
PSRC1
DHRS13
HSD11B1L
TANC1
CD8A
GRAMD2A
CSRP3
GHOX-7
MASP1
SESN3
VWA3B
TBX22
SPECC1
FOXJ1
TMEM59L
CHST11
ADCK2
ATP5F1D
OTX1
CKAP2L
BARX1B
MEP
CACNG3
PMEPA1
MRPL45
SPDEF
EVX2
C3ORF33
ANGPT4
PLK4
SUCNR1
ZIC4
KCNQ4
SLC8B1
SH2D2A
VASN
GAD1
XPNPEP2
SIX4
MALT1
GPATCH8
TUBGCP2
MDH1B
NLK
ANPEP
SLC37A4
UBA1
SLC29A1
GIMAP7
SCRIB
ZC3H12A
KCNIP2
MAPT
TP53INP2
UBAP2L
ST3GAL3
HK2
KCNH8
USP36
SPAG6
ATP6V0B
NCAN
AMIGO1
TMUB1
SORL1
PCDH10
FDXR
MYO18B
YJEFN3
CXXC5
ZBTB6
RNF44
DTNBP1
LHX2
PITX2
RRP8
CACNA1G
MTMR4
SNX22
NRGN
FAM131A
NUFIP2
MCOLN1
CAMSAP1
CCNC
WRAP73
LHX6
MAN2C1
ADAMTS8
CYB561D2
STOML1
SOX9
WDR6
AGRN
TRAF4
TRAK1
ACBP6
CUEDC1
SREBF1
SEMA3B
PHC2
ATP1B3
CCDC92
ATP5MF
POLL
KIAA0319L
